'RGB_22557B','MECH_CO142V','AUD_GJ1OMX',89,87.0,692,'12',4,3381188
'RGB_VTANF2','MECH_161S0Z','AUD_B5Z5KQ',5,90.9,865,'19',2,13689838
'RGB_NV6031','MECH_XS9CCF','AUD_LALGCL',42,82.0,347,'13',6,9026289
'RGB_Q63HG5','MECH_J40J97','AUD_0USV6Q',38,91.6,293,'15',4,10831420
'RGB_20CXXT','MECH_U869QB','AUD_YNV5H5',78,82.3,400,'7',3,13966028
'RGB_O52NLQ','MECH_FEYB5J','AUD_WYYZKM',66,99.7,373,'15',10,5826043
'RGB_A3K3MF','MECH_Z4V4CQ','AUD_EWLFPY',61,80.1,973,'20',2,9653754
'RGB_CC84L4','MECH_TKDLV8','AUD_AD9XEN',88,88.4,301,'9',5,5225820
'RGB_OJDQNL','MECH_A4IWWF','AUD_ACPORA',75,90.4,758,'18',6,11586292
'RGB_F766TG','MECH_DP41AO','AUD_Z55XLC',71,97.7,264,'15',3,12791288
'RGB_JQGCYB','MECH_WBW1DE','AUD_M2RYLO',96,99.3,397,'18',7,3137620
'RGB_9MPVWZ','MECH_DF80CS','AUD_J3ELF2',27,88.5,889,'13',2,3599350
'RGB_RPXSIE','MECH_UPWDES','AUD_ZCK4KT',92,89.8,919,'19',3,7863957
'RGB_6S7ZXA','MECH_J4MV6P','AUD_XZ0YGP',88,92.5,865,'12',9,1702139
'RGB_6UFIX6','MECH_ZI0FE8','AUD_OHDCJE',34,89.2,787,'11',7,13922577
'RGB_O9JNEZ','MECH_OO5J8D','AUD_UWMQNK',91,93.0,711,'10',2,13167593
'RGB_IDET4X','MECH_CKHSDJ','AUD_9OK4AP',67,83.4,452,'10',9,6059410
'RGB_XTOMFJ','MECH_Q45T79','AUD_W5RJ9F',72,99.4,953,'8',10,14398478
'RGB_QFK7D1','MECH_5TS5YQ','AUD_HWZ6SV',59,91.7,285,'7',6,15094211
'RGB_D2J39X','MECH_EXU9F4','AUD_55MQXW',20,93.0,183,'12',3,7665852
'RGB_T0G2QL','MECH_6VA2Z8','AUD_T47CD3',62,84.6,129,'8',10,1870259
'RGB_RLIJPA','MECH_S00B3Q','AUD_WNHQZ2',80,97.3,765,'9',4,6318799
'RGB_Q2O5FN','MECH_QA73GR','AUD_77QV5M',5,83.7,468,'16',6,9084833
'RGB_CMSBD0','MECH_AEDPOZ','AUD_G2KM10',79,86.8,484,'13',4,9500607
'RGB_53TSKZ','MECH_2TNZWI','AUD_CQT313',71,89.6,839,'13',6,10181426
'RGB_MRFVV9','MECH_MGKCD9','AUD_EK5H11',0,92.3,351,'12',4,9362661
'RGB_PRRMP0','MECH_ASPXNC','AUD_VM8846',10,87.0,587,'9',9,12861134
'RGB_2A1ARI','MECH_5LWOBJ','AUD_VEOPU1',90,83.8,875,'12',2,16145905
'RGB_DGSLPU','MECH_AUW5HG','AUD_L9WYAO',4,96.6,688,'10',5,4703217
'RGB_J7F9TK','MECH_N54Y3I','AUD_37TWPU',70,84.9,763,'13',7,13592465
'RGB_HDST75','MECH_YTUR5M','AUD_V8NL89',48,90.9,847,'5',8,10274637
'RGB_5K9CDY','MECH_TAIE0S','AUD_OGBANG',39,82.6,114,'11',10,6565716
'RGB_G6K5TS','MECH_LBACVJ','AUD_OLC12G',99,85.8,102,'9',5,2534410
'RGB_DUE31D','MECH_6DUAS3','AUD_ISWZWQ',15,85.1,866,'8',3,2218276
'RGB_UX8IRR','MECH_UUUO4C','AUD_APYVNF',41,99.7,273,'16',10,11691577
'RGB_JK160Z','MECH_E7OSIR','AUD_8PPZNS',78,93.6,455,'6',6,12912081
'RGB_5KJ3QG','MECH_NZ5DBY','AUD_N0AR56',65,99.7,197,'13',1,9804037
'RGB_DQUFAW','MECH_K2I4HN','AUD_8FX5ZT',57,81.7,252,'17',2,7808598
'RGB_Z6OZKX','MECH_U9EWYV','AUD_XBOA1R',12,97.6,844,'17',6,12054021
'RGB_JJDQ4K','MECH_UR9R3U','AUD_K5XAVO',98,88.5,439,'8',1,2157361
'RGB_HJE1X7','MECH_QTEORZ','AUD_O5Q9W4',94,88.0,298,'10',8,3715923
'RGB_CXGIG5','MECH_7KJ605','AUD_73GT4Z',8,93.3,258,'8',9,8202546
'RGB_OXFFU0','MECH_3BKZB4','AUD_35UZ6R',39,97.9,377,'11',2,2280466
'RGB_UEG40K','MECH_98EP3D','AUD_AQFJDQ',68,88.8,882,'14',1,14338591
'RGB_5M3III','MECH_OECVS7','AUD_MNL48T',96,98.7,459,'6',2,1892783
'RGB_7O3UFK','MECH_RMYHOE','AUD_JCFD3X',16,98.3,101,'17',3,9204699
'RGB_B8DS4X','MECH_2DQR5N','AUD_OOQ54T',76,94.8,292,'20',4,232016
'RGB_UHWR6U','MECH_TMITSL','AUD_1L0DEH',59,83.7,457,'10',3,6514798
'RGB_R431UK','MECH_EMQY5Y','AUD_YM1I9Y',84,87.7,312,'10',2,10332162
'RGB_LFITPW','MECH_T7B40M','AUD_173O6P',77,99.6,284,'11',6,9803554
'RGB_3K7X9S','MECH_L159Q9','AUD_TOTM7W',44,91.0,834,'5',7,2883451
'RGB_VIRLQL','MECH_9NEG1L','AUD_IT4AQ5',8,94.2,853,'12',10,3102306
'RGB_69FU1K','MECH_IPG8A1','AUD_E7J23P',73,82.9,776,'15',4,6968863
'RGB_X7WIWJ','MECH_8YJWCK','AUD_SCIDPA',87,97.0,329,'10',2,10733241
'RGB_49SFUN','MECH_CBU367','AUD_OMJJLL',46,81.3,817,'15',5,472791
'RGB_U35AOV','MECH_B9KRDF','AUD_HRD8EL',59,98.5,295,'6',5,2661235
'RGB_REZ4YC','MECH_00DB97','AUD_Y4082U',52,88.0,934,'15',7,3292071
'RGB_4SVQDM','MECH_314860','AUD_LSCQL7',84,86.7,121,'13',2,3060559
'RGB_RMBNAS','MECH_JISNW7','AUD_ZBBSFS',25,84.2,113,'20',6,5569857
'RGB_ZD93TY','MECH_93WJWY','AUD_FZZ1S7',15,81.5,124,'11',8,7974751
'RGB_WNI2TM','MECH_39XY9Y','AUD_L34CBS',82,82.1,606,'19',5,4122436
'RGB_DC4826','MECH_5NHPLT','AUD_5D4X1O',34,96.1,646,'11',5,13499574
'RGB_63ASLS','MECH_88NQ4K','AUD_4EC0SG',54,84.2,808,'17',6,13183312
'RGB_90B57Q','MECH_ZSVNO7','AUD_Y0STZK',50,82.8,504,'16',8,13627069
'RGB_PT3355','MECH_ZYXXAG','AUD_YJVYJ0',49,86.0,545,'13',10,3171086
'RGB_T6TS9Q','MECH_PGL9FM','AUD_4NT5KX',8,85.1,105,'18',9,3575881
'RGB_3K1MRP','MECH_KHU696','AUD_DLNRX2',19,92.9,357,'15',6,1139000
'RGB_U3J2TO','MECH_3KPKH8','AUD_QU1DBK',76,92.7,268,'10',2,598786
'RGB_V667J1','MECH_89SRBR','AUD_EDTJW1',73,90.3,181,'20',7,6705692
'RGB_MYNIYC','MECH_XGKY3H','AUD_NMDSM2',48,91.1,271,'12',5,8532050
'RGB_6KVC8A','MECH_3QA8A7','AUD_VQMZC5',80,86.6,659,'5',6,12437451
'RGB_WCEL2R','MECH_8PKGK7','AUD_DWOIC7',21,98.7,506,'13',4,12896220
'RGB_K6QGGO','MECH_COM553','AUD_83UE7M',49,95.5,955,'14',1,11023156
'RGB_DWK2WW','MECH_VXHMXB','AUD_6WPQR3',64,89.8,992,'19',6,16242994
'RGB_ZIQMFH','MECH_G07XO5','AUD_T05WZQ',73,82.6,433,'12',5,9152832
'RGB_DBHNFK','MECH_2IOSQF','AUD_KL8TXU',53,92.4,266,'16',3,1226416
'RGB_UJXHXK','MECH_71DRHM','AUD_10P8EA',74,91.3,508,'7',10,4951854
'RGB_EEJDJ3','MECH_RZLSRF','AUD_L3BSEL',36,88.8,462,'11',6,7101418
'RGB_ZQG709','MECH_3ZP5Q4','AUD_HZ9PG6',82,84.9,743,'14',5,12248112
'RGB_OOM2FL','MECH_B8YTUK','AUD_9UNRVB',91,89.2,396,'6',2,12306981
'RGB_A0SWHG','MECH_8VNU4A','AUD_YKISQO',52,84.8,451,'7',7,1479044
'RGB_L0H35D','MECH_TGIEQ6','AUD_C7ADPO',67,82.0,822,'11',9,12183318
'RGB_X1AG7Y','MECH_CTA3KI','AUD_JTIGB9',46,88.9,969,'5',7,15652580
'RGB_ALX6WS','MECH_9KUODS','AUD_5H6QOQ',39,88.9,431,'18',6,7607827
'RGB_INL291','MECH_PUYD23','AUD_JSHPVB',58,99.4,988,'6',10,14477783
'RGB_FOZIQ5','MECH_GZW4XG','AUD_647DMW',2,87.4,210,'17',9,16550831
'RGB_P85BHE','MECH_0ZCRYH','AUD_4SNF4H',25,93.1,703,'8',10,15054300
'RGB_PQ5ZY5','MECH_MRH7RV','AUD_EKND88',8,86.9,428,'14',1,4040837
'RGB_Y1OLGZ','MECH_377NND','AUD_1ONS36',51,94.4,153,'13',6,2269859
'RGB_CS0FTX','MECH_IXN2VA','AUD_OD3CMF',100,92.0,556,'19',10,9630661
'RGB_4K05DD','MECH_WE2KOY','AUD_VKLPXQ',9,83.9,691,'5',9,9669199
'RGB_PUWKZQ','MECH_HVE80J','AUD_QFET53',8,87.3,536,'14',3,721617
'RGB_BT5PIL','MECH_YTCZ9L','AUD_4C9OBV',39,91.3,519,'20',8,2982319
'RGB_HPYLFN','MECH_JJI8ZU','AUD_BAHU57',32,83.5,946,'18',3,6936789
'RGB_MLYXMS','MECH_ZZ6KJS','AUD_70BU82',55,83.9,183,'5',7,16067636
'RGB_Y6GK52','MECH_TB80NQ','AUD_1QIFX4',76,93.4,610,'7',10,4813566
'RGB_VMMYJ9','MECH_EY39BS','AUD_R3SM8U',2,85.3,476,'14',9,7032303
'RGB_9A9ALH','MECH_003FVR','AUD_ATBO7J',81,99.1,662,'16',9,7922748
'RGB_RNQZBI','MECH_GAC0XZ','AUD_C229OA',37,99.1,549,'14',4,8667805
'RGB_3P02VT','MECH_GBJIOM','AUD_MT5FYF',14,86.6,126,'16',6,9296396
'RGB_VI7Z94','MECH_2CLSA8','AUD_SVYDOS',37,80.5,688,'10',9,16564134
'RGB_N2DJFN','MECH_KZDNOH','AUD_L4OY0C',8,87.4,988,'10',10,6940519
'RGB_5L04MG','MECH_DTWTLH','AUD_OZ8G9Q',70,96.1,294,'13',2,8598662
'RGB_IXQECZ','MECH_QLWGGJ','AUD_RIO2PK',43,91.0,161,'5',2,13630206
'RGB_5DZ5IP','MECH_6I5T4C','AUD_Y8LOQG',87,95.7,821,'13',2,14557578
'RGB_W6IER6','MECH_DGB21T','AUD_CUGG9T',60,80.9,112,'13',2,13180247
'RGB_WQ2680','MECH_JHU2H8','AUD_KLTEL2',8,99.6,518,'13',3,6073721
'RGB_NIB8EH','MECH_QCGFYE','AUD_H5YPCV',28,97.2,869,'13',7,5574638
'RGB_HBQPEN','MECH_XPBXCI','AUD_91XEEU',27,80.7,263,'8',5,2033047
'RGB_PWH7BD','MECH_RMAIEO','AUD_60Y32R',24,94.4,309,'16',8,5926248
'RGB_THCAO2','MECH_FCV4QG','AUD_JBBQOG',12,80.6,472,'12',1,2416671
'RGB_JPAB57','MECH_HK8JFH','AUD_OMCKV6',0,85.2,288,'11',2,2456768
'RGB_311RQ1','MECH_8L8TDH','AUD_HEHEHE',98,92.9,413,'14',8,11773066
'RGB_2KCZM3','MECH_62FBJJ','AUD_SBT50B',40,97.3,324,'19',6,9125571
'RGB_1EMWY4','MECH_EXIH2U','AUD_AJM25P',64,91.2,625,'16',1,11608752
'RGB_44V7XF','MECH_76RJD3','AUD_UFCC2D',81,97.9,872,'20',3,15231383
'RGB_XB16SI','MECH_HUKOCF','AUD_S66977',6,89.1,356,'13',1,7208255
'RGB_5S0KM9','MECH_WD6TK5','AUD_EF4SP4',22,95.2,858,'19',10,5006800
'RGB_PIKPK5','MECH_W4HT0O','AUD_64BV55',89,95.2,938,'7',1,13487702
'RGB_GO99CU','MECH_B74LBG','AUD_BQHQUC',28,90.9,338,'7',9,6130324
'RGB_I61WZC','MECH_467JKK','AUD_0NF6Z4',92,93.0,903,'12',10,12910104
'RGB_SHXBR7','MECH_1T2W17','AUD_4MDO9Q',34,85.0,285,'10',10,11386917
'RGB_SMZLV4','MECH_5Q5V1Q','AUD_GMNTXH',78,88.4,171,'8',3,11790574
'RGB_702ERA','MECH_EAZUU2','AUD_EACDV8',95,95.9,886,'7',3,10104966
'RGB_BKLTES','MECH_E4YG1M','AUD_Z7I6OR',44,89.6,209,'16',2,8922076
'RGB_6II5ZC','MECH_XPXKVO','AUD_SACRIR',52,84.7,997,'14',4,10993809
'RGB_A28BU4','MECH_91HS5H','AUD_BQ2SSB',98,94.3,163,'12',3,4175824
'RGB_A6LZQ1','MECH_ZLNYRF','AUD_XXO28Q',13,92.9,830,'10',7,14567112
'RGB_I9EXZO','MECH_LCG0PU','AUD_R5VGBV',24,88.0,139,'16',9,11847841
'RGB_O9WBE7','MECH_AH4JPJ','AUD_F8WPND',62,99.0,774,'11',9,5606394
'RGB_WFM9FG','MECH_PFX32X','AUD_ZK4STT',75,85.7,673,'20',7,11836766
'RGB_LJFW0T','MECH_Q8OQL7','AUD_RSEUOM',33,90.5,725,'20',1,2760085
'RGB_RSFDZP','MECH_0MX0O0','AUD_5D6X0T',59,98.4,927,'14',3,4901678
'RGB_9XX5IC','MECH_KZGV94','AUD_T9HTWE',30,83.3,572,'7',1,2086686
'RGB_JETMSF','MECH_HKZ6D0','AUD_S85IMD',52,82.6,237,'6',2,11849259
'RGB_14QT90','MECH_75QL2W','AUD_VT71RQ',8,86.5,378,'5',8,1533771
'RGB_Z1JLEU','MECH_K07I2E','AUD_UD8MM6',17,93.9,813,'7',5,3430058
'RGB_WEF1P0','MECH_HDUID0','AUD_382HWV',18,87.6,423,'20',5,15305060
'RGB_TC7FGG','MECH_2K4BAX','AUD_BZRVI6',97,84.8,329,'6',3,13007866
'RGB_EQOH80','MECH_WJ33NV','AUD_VTQ84Y',51,99.7,828,'5',8,10783084
'RGB_U8P5Z4','MECH_TMOKLS','AUD_U5GJ07',94,98.1,186,'19',10,5002201
'RGB_QCJSTJ','MECH_UYKK22','AUD_ZA5IXH',6,94.0,632,'18',9,2476267
'RGB_GP7MJ0','MECH_L5DO59','AUD_90HQ5T',43,86.2,243,'11',7,15453221
'RGB_RMV1L3','MECH_W5HH38','AUD_5TWSJ4',49,84.2,407,'5',3,7636716
'RGB_Y3POCY','MECH_1RC4FM','AUD_DYQFC9',59,95.5,227,'12',5,3194943
'RGB_7KH1YY','MECH_55YC5U','AUD_2WVVIE',33,93.1,262,'13',6,10695894
'RGB_RBL30Q','MECH_FONPHX','AUD_88UCUU',26,83.9,882,'20',8,8190897
'RGB_QOME1S','MECH_IKOUIX','AUD_YBV7BA',38,85.4,504,'6',1,13498369
'RGB_YH3LXM','MECH_MMQTGM','AUD_GGS40C',97,81.8,754,'10',8,4153453
'RGB_9645UW','MECH_LKIR5S','AUD_NXXTII',31,94.0,294,'5',10,14961541
'RGB_BUUPMC','MECH_6T5AOP','AUD_MP3RR9',78,93.1,574,'18',3,5965738
'RGB_A7W7T9','MECH_9U7PPT','AUD_R7NWSR',23,89.7,111,'13',7,10637974
'RGB_PZM4RK','MECH_6JIN9X','AUD_12D3C9',12,89.4,190,'6',7,15047670
'RGB_EQ5GST','MECH_QP0XSC','AUD_OYSTDT',39,88.2,360,'17',5,9814236
'RGB_MQCW50','MECH_XAR1YB','AUD_QY8LAE',61,82.7,551,'16',6,3818354
'RGB_NO5QCQ','MECH_MBTP44','AUD_ETJOIE',98,87.5,242,'8',5,9024941
'RGB_UUEDHN','MECH_BCJS8A','AUD_IQQRU6',55,86.0,504,'6',2,15235190
'RGB_HFGPQ2','MECH_9GMQ6P','AUD_HD7811',33,99.3,431,'13',8,1066044
'RGB_2TLGIU','MECH_LNT4MU','AUD_N065IX',25,81.7,657,'5',5,3448143
'RGB_UVKDWE','MECH_9IJ2V2','AUD_EYG8DQ',12,92.5,103,'16',7,6141140
'RGB_NEAOMB','MECH_T3LPPL','AUD_QP0CI6',0,89.4,495,'18',10,10401905
'RGB_3TNZ0A','MECH_49D6GN','AUD_1L4L8F',84,98.9,580,'18',8,11776623
'RGB_K6QWQW','MECH_X6Z5IF','AUD_5ACJUP',85,84.4,236,'16',3,2871260
'RGB_03KPWY','MECH_KZXZZ4','AUD_8NU9HX',32,86.0,356,'7',2,6970468
'RGB_WBFRW5','MECH_83RQZD','AUD_CKU0YH',70,91.5,574,'6',4,11931551
'RGB_OYS3EA','MECH_048PEJ','AUD_IWU8V4',38,85.8,399,'12',6,6933779
'RGB_4TTX11','MECH_LAQDHN','AUD_QM26ZF',13,86.5,953,'8',10,4894911
'RGB_9KDKD4','MECH_FV3XKW','AUD_GZCAKD',90,82.0,283,'6',5,15751789
'RGB_T8GS8U','MECH_RQ9GDP','AUD_E9DF4I',17,99.9,237,'14',3,9904180
'RGB_P31NPY','MECH_MXNIA4','AUD_7SJ8BF',100,84.6,989,'15',8,11273280
'RGB_QSQBQN','MECH_N5S1D8','AUD_21Y77T',0,98.6,281,'16',6,8860439
'RGB_F3QIO1','MECH_D7R3I7','AUD_YGNC57',97,83.3,595,'7',7,16636613
'RGB_M5THK1','MECH_BI488N','AUD_VCBIII',52,98.7,611,'5',2,4154421
'RGB_PTQC1Q','MECH_AMPEEK','AUD_49TKTG',64,89.0,192,'13',4,7187319
'RGB_J4JF4H','MECH_T25M0W','AUD_MRJCZD',98,92.6,358,'20',6,12208422
'RGB_L1DGQ3','MECH_BYL0XN','AUD_YQ7SDI',19,80.6,859,'15',10,4201468
'RGB_YHVFDH','MECH_96GB42','AUD_CILG0B',68,99.0,504,'8',8,4046582
'RGB_EBXWDV','MECH_FFZW1F','AUD_I5VPYI',81,82.1,805,'6',10,7806485
'RGB_S95BZI','MECH_EH8443','AUD_HCW56M',47,98.5,262,'12',7,8690791
'RGB_JM9KZH','MECH_0H740R','AUD_0F3L2U',70,99.4,134,'9',7,13915421
'RGB_94YY4G','MECH_T7M5BX','AUD_5CRGC5',95,80.4,715,'7',10,10781663
'RGB_X8U43J','MECH_JLJ4IN','AUD_36TLEY',2,92.3,694,'7',5,11443220
'RGB_SSXCID','MECH_TLUZXR','AUD_J0VCRJ',98,89.0,487,'14',6,6930571
'RGB_1CW33Y','MECH_YXZDIJ','AUD_UNL26V',30,86.2,326,'15',10,876526
'RGB_YYK7TP','MECH_389G0C','AUD_OSIKGU',70,92.1,963,'20',3,1230011
'RGB_46ILD5','MECH_F8WUVR','AUD_1I9E4S',94,84.9,575,'8',9,13550779
'RGB_DFMNFW','MECH_NYIKMP','AUD_B9JJZT',97,99.0,390,'19',6,7619726
'RGB_M85YHE','MECH_1KETC6','AUD_HXVBBN',78,88.0,713,'17',10,12048957
'RGB_DW0SMB','MECH_4YGQNN','AUD_GNU610',68,90.4,944,'14',10,9406755
'RGB_UE44S0','MECH_7Y5YH7','AUD_MQ3ZIM',50,97.5,627,'13',9,13024657
'RGB_DGETFO','MECH_7CFQ02','AUD_OG4Z2K',9,87.8,239,'9',1,8122610
'RGB_XDH1HD','MECH_9Q9BJB','AUD_ISJ95B',44,94.1,360,'6',6,14703271
'RGB_F2Q3U6','MECH_PWQ2AY','AUD_1UHQC4',4,90.8,746,'17',1,7074447
'RGB_4A8588','MECH_1BELFN','AUD_JOPL7J',37,83.1,639,'11',7,7240596
'RGB_PQNWLA','MECH_C98BW9','AUD_8712LX',1,96.7,487,'16',3,7703868
'RGB_IGQGQP','MECH_RG8TB5','AUD_HVOMN5',94,93.5,990,'20',9,1161195
'RGB_GKDJ0J','MECH_E07OW3','AUD_G6965S',74,94.9,304,'17',2,14990250
'RGB_2OMANM','MECH_3ZWVOB','AUD_K4BG82',49,95.4,232,'16',10,15603041
'RGB_9JL8VJ','MECH_NXRKBX','AUD_ENUDUX',36,83.1,977,'9',10,15580262
'RGB_0IU66J','MECH_65JIWL','AUD_8XE9EO',46,88.1,895,'17',8,13290993
'RGB_1FEZ6R','MECH_3XHHH8','AUD_WPD6WQ',48,96.0,475,'15',3,1385162
'RGB_SEETNO','MECH_IQBDSB','AUD_SCCPG8',70,91.8,494,'9',10,5784065
'RGB_35K03J','MECH_58NBDA','AUD_AG5DHI',57,83.6,252,'14',7,9386566
'RGB_GC8MCR','MECH_6AJQ9I','AUD_ZGRTLR',96,86.7,589,'12',10,14387719
'RGB_RSXFXG','MECH_MQ9O4T','AUD_QVHFZ2',9,88.3,186,'8',4,12432195
'RGB_KGW6XW','MECH_A9S47B','AUD_5MC88M',38,91.1,329,'9',6,14003699
'RGB_NZO01U','MECH_K4M09U','AUD_4II6KR',83,98.6,460,'20',7,16157042
'RGB_SLE46Y','MECH_QFWLEA','AUD_4VCM4X',61,87.4,925,'14',10,10625987
'RGB_UCN978','MECH_Z008YU','AUD_S38YEL',3,84.3,513,'5',2,13611802
'RGB_J7A1I6','MECH_4BN5MK','AUD_H7G4Y9',45,87.8,210,'16',4,11980801
'RGB_DAW0HB','MECH_3XT26L','AUD_0PERFK',97,91.3,121,'10',1,6435340
'RGB_CE3C4B','MECH_6INPI4','AUD_69SO6X',82,84.7,548,'11',9,4232962
'RGB_X7QXQH','MECH_NAE8ZF','AUD_XH3RPT',92,95.3,246,'12',10,793439
'RGB_MPBZC7','MECH_LTO9EO','AUD_JK7UY4',57,98.5,473,'14',2,13522476
'RGB_QLPAW1','MECH_GAZL6T','AUD_NIJYJH',54,90.3,643,'20',4,3085305
'RGB_88WY4G','MECH_K8I6Y9','AUD_DVNPTN',60,92.5,350,'15',4,349209
'RGB_EZSIFO','MECH_SLYPT1','AUD_87PO4Q',46,96.5,651,'16',10,4664508
'RGB_RBOIT6','MECH_CHF6GT','AUD_4UOL4G',40,80.9,238,'12',2,6066113
'RGB_N3DXTB','MECH_3UL2C9','AUD_HDDR7Q',84,87.6,918,'7',6,11087348
'RGB_XR3ZM5','MECH_VUBCFF','AUD_QR245R',75,83.7,967,'14',1,6899485
'RGB_83JEFU','MECH_APYNA5','AUD_R6P9MX',17,94.0,872,'15',3,15896687
'RGB_V6NAWK','MECH_BZ93Y4','AUD_ARJWQO',3,98.5,800,'16',5,15058454
'RGB_3BN6TF','MECH_FWGFNI','AUD_64BY10',99,93.0,289,'9',7,15479738
'RGB_WE7QKH','MECH_8DASBL','AUD_6DY2I6',50,90.9,487,'15',5,14575412
'RGB_UJQ9M6','MECH_D8G8QY','AUD_1VNG2X',38,99.7,734,'16',6,15352212
'RGB_9MMNKN','MECH_W64ZFP','AUD_QHRZB1',4,85.8,612,'6',6,12157926
'RGB_SE2AA4','MECH_OAEJTH','AUD_BI18CS',56,98.5,806,'14',10,15238798
'RGB_0S54YW','MECH_6BGHAI','AUD_1Q9YPO',71,98.7,501,'19',8,2815049
'RGB_79VXJ4','MECH_NNVUOM','AUD_G4VHV6',73,86.0,979,'7',10,6006968
'RGB_1KLPEJ','MECH_GKPPD6','AUD_RDMW9V',90,99.2,163,'5',1,8067225
'RGB_WL5LME','MECH_NXEX7V','AUD_4ZPOCS',29,86.9,206,'5',10,13652820
'RGB_OVO0R8','MECH_2AL1DY','AUD_R5LS0A',72,99.6,488,'19',6,12574152
'RGB_H2TU0Z','MECH_1KFR5C','AUD_0VS5QZ',36,93.3,195,'12',2,13503572
'RGB_E2BLF5','MECH_MHWCI3','AUD_CLQB4L',96,94.2,112,'12',7,4362811
'RGB_OFSN7M','MECH_8QF5MJ','AUD_1MD83N',67,94.6,907,'18',2,14510317
'RGB_XKKKKR','MECH_EGF2C1','AUD_6XDO4G',88,81.3,335,'9',2,974662
'RGB_LEF7LC','MECH_R0AA51','AUD_5MFOV3',19,81.4,213,'16',4,5507043
'RGB_MJ3J0P','MECH_4C670V','AUD_TQ73MP',10,86.9,408,'12',5,7664403
'RGB_VUOLV1','MECH_NZZZJU','AUD_Y9W8XG',2,84.1,819,'20',7,4826909
'RGB_1A1IMV','MECH_NF4QRV','AUD_E6F4W6',41,93.3,683,'17',5,1285291
'RGB_PCZFFL','MECH_IE3U3H','AUD_LUZZCX',24,83.4,184,'8',7,16350108
