'MECH_TDZ411','PERF_XTMU2P','DEV_09W3KS',69.10,2.5,'Optical',20372466,61,'NKRO',90.8,99.4,0.17,1.5,1.6,2.5,3.5,'Moderate','Plate Mount',1.4,'Double Shot PBT','Laser Etched',6,'false',11,5
'MECH_MP5MFF','PERF_57RO8C','DEV_Y5U65F',49.70,2.2,'Mechanical',21815168,19,'NKRO',95.3,93.0,0.37,1.3,1.3,2.5,3.7,'Moderate','Screw-in',1.2,'PBT','Dye Sub',4,'false',8,6
'MECH_VXI7XN','PERF_KHBA4P','DEV_J9L9IF',61.70,3.2,'Optical',99219664,38,'2KRO',99.8,92.5,0.66,1.4,1.9,2.0,3.2,'Minimal','PCB Mount',1.1,'Double Shot PBT','Dye Sub',4,'true',9,5
'MECH_93UO03','PERF_OZWIKY','DEV_NUO9DA',69.90,1.6,'Optical',78012020,104,'NKRO',93.4,97.8,0.64,1.8,1.9,1.9,3.9,'Minimal','Screw-in',1.5,'Double Shot PBT','Double Shot',4,'false',13,10
'MECH_S84LMG','PERF_V6GC2M','DEV_E345LX',76.30,3.6,'Magnetic',32949995,38,'2KRO',98.6,97.1,0.63,1.1,1.8,2.1,3.7,'Moderate','Plate Mount',1.0,'Double Shot PBT','Dye Sub',4,'false',15,9
'MECH_G77JLQ','PERF_VWVJTR','DEV_N7Y1JH',65.00,3.5,'Membrane',58481740,14,'2KRO',95.4,99.1,1.94,2.2,1.5,2.5,3.4,'Minimal','PCB Mount',1.3,'ABS','Dye Sub',3,'true',4,5
'MECH_YUHHV2','PERF_1BPQ41','DEV_A0YFQ4',62.90,3.0,'Optical',44112726,56,'NKRO',93.8,92.0,1.83,2.2,2.2,1.7,3.0,'Minimal','Plate Mount',1.1,'Double Shot PBT','Double Shot',7,'true',9,7
'MECH_QSI2JS','PERF_WCNRD8','DEV_WX3AG8',60.40,2.5,'Membrane',90468426,28,'6KRO',96.7,97.2,0.32,1.0,1.4,2.2,3.8,'Minimal','Screw-in',1.5,'ABS','Dye Sub',9,'false',15,6
'MECH_GSNKKH','PERF_45JP0H','DEV_VQO1YU',74.00,3.2,'Membrane',64523844,67,'6KRO',95.2,94.5,1.64,2.4,1.6,2.0,3.1,'Moderate','PCB Mount',1.5,'PBT','Laser Etched',4,'false',11,4
'MECH_DTA6CY','PERF_YQE8B7','DEV_UJUDVW',67.40,1.6,'Optical',20836090,4,'6KRO',98.8,91.4,0.28,1.3,2.3,1.6,3.6,'Moderate','Screw-in',1.1,'Double Shot PBT','Dye Sub',1,'false',15,9
'MECH_95M372','PERF_OQUTD7','DEV_83QF51',67.60,2.0,'Membrane',79104804,45,'NKRO',95.8,94.5,1.24,1.7,2.1,2.0,3.5,'None','PCB Mount',1.3,'ABS','Double Shot',5,'true',7,3
'MECH_Q6907K','PERF_HCBFSE','DEV_VGNT44',51.10,2.0,'Membrane',58765427,10,'6KRO',99.9,96.8,0.60,2.3,1.3,1.6,3.5,'Moderate','Screw-in',1.2,'Double Shot PBT','Double Shot',8,'true',1,7
'MECH_CSBT3B','PERF_MDFQCA','DEV_S0OTZE',59.10,3.4,'Mechanical',45985860,35,'2KRO',90.7,94.8,1.62,1.7,2.1,2.2,3.8,'Minimal','PCB Mount',1.5,'Double Shot PBT','Dye Sub',4,'false',6,7
'MECH_1PBWGS','PERF_YPCZNY','DEV_FPJ87Y',58.80,3.7,'Optical',20036303,6,'NKRO',92.2,93.8,0.61,2.4,2.1,2.4,3.7,'Minimal','PCB Mount',1.3,'PBT','Double Shot',9,'true',2,6
'MECH_FF9FXZ','PERF_VCGJ8J','DEV_NVDQ67',64.50,2.1,'Magnetic',31872429,41,'2KRO',96.1,97.6,0.05,2.0,1.4,1.7,3.1,'Minimal','Screw-in',1.3,'ABS','Dye Sub',7,'false',1,4
'MECH_ORV36Q','PERF_ET2OFM','DEV_K3HTXQ',78.10,2.8,'Optical',87712392,48,'NKRO',98.2,98.6,0.44,1.1,2.4,1.7,3.4,'Moderate','PCB Mount',1.4,'Double Shot PBT','Dye Sub',3,'true',14,3
'MECH_CO142V','PERF_U6YYL4','DEV_ELQZB7',72.60,1.5,'Optical',42598125,52,'NKRO',96.1,90.6,1.22,2.4,1.6,2.5,3.5,'Minimal','Plate Mount',1.2,'PBT','Dye Sub',7,'true',12,2
'MECH_161S0Z','PERF_IY35IZ','DEV_CUGKVB',54.00,3.1,'Mechanical',43675502,44,'6KRO',99.0,92.4,1.28,1.1,2.3,1.9,3.3,'Minimal','PCB Mount',1.2,'Double Shot PBT','Dye Sub',7,'true',6,5
'MECH_XS9CCF','PERF_MFT880','DEV_SJ5LLL',53.90,1.6,'Mechanical',48850261,90,'NKRO',99.6,98.4,0.85,1.6,2.0,1.6,3.3,'Minimal','PCB Mount',1.3,'Double Shot PBT','Double Shot',1,'false',7,10
'MECH_J40J97','PERF_U4N3R0','DEV_38S92W',63.20,3.9,'Membrane',92450766,17,'2KRO',94.6,96.0,0.13,2.2,1.3,1.5,4.0,'Minimal','PCB Mount',1.4,'Double Shot PBT','Double Shot',9,'false',1,7
'MECH_U869QB','PERF_FGTWDZ','DEV_MI60UP',63.10,1.7,'Membrane',91531355,14,'2KRO',98.6,99.2,0.49,2.0,2.1,2.3,3.2,'Moderate','Plate Mount',1.3,'Double Shot PBT','Laser Etched',2,'false',0,6
'MECH_FEYB5J','PERF_5NL7B1','DEV_E2BXO8',63.20,2.2,'Mechanical',98650364,13,'NKRO',95.4,92.8,0.68,2.3,2.0,2.0,3.2,'Moderate','Plate Mount',1.4,'ABS','Double Shot',1,'false',2,3
'MECH_Z4V4CQ','PERF_2B5EA2','DEV_QCOBMZ',79.00,3.1,'Membrane',30922712,84,'NKRO',97.9,90.8,0.09,1.8,2.5,2.2,3.8,'Minimal','Screw-in',1.2,'Double Shot PBT','Dye Sub',3,'false',11,2
'MECH_TKDLV8','PERF_7PI6UO','DEV_80P32W',52.20,3.8,'Membrane',98680912,5,'NKRO',98.4,94.8,0.43,1.4,1.5,2.1,3.1,'Moderate','Plate Mount',1.5,'Double Shot PBT','Dye Sub',9,'true',10,9
'MECH_A4IWWF','PERF_3IV32W','DEV_LQPB7C',65.80,3.7,'Membrane',25600735,32,'NKRO',92.4,95.2,0.02,1.6,1.3,2.3,3.0,'Minimal','Plate Mount',1.3,'Double Shot PBT','Double Shot',1,'false',4,1
'MECH_DP41AO','PERF_FWDKLC','DEV_4979VF',72.40,3.3,'Mechanical',48314288,6,'NKRO',96.1,94.2,1.43,2.1,2.5,1.6,3.3,'Minimal','Screw-in',1.3,'Double Shot PBT','Double Shot',1,'true',13,10
'MECH_WBW1DE','PERF_XSBRGL','DEV_W4IOOW',75.20,2.9,'Membrane',29814949,58,'6KRO',97.9,90.1,0.88,1.4,1.6,2.2,3.1,'Moderate','Plate Mount',1.3,'PBT','Double Shot',6,'false',0,1
'MECH_DF80CS','PERF_UJ1U1L','DEV_XK37RO',66.50,2.0,'Magnetic',33497909,46,'2KRO',90.7,100.0,1.67,1.1,1.1,1.6,3.1,'Minimal','Screw-in',1.0,'PBT','Dye Sub',8,'true',10,10
'MECH_UPWDES','PERF_XAR9M1','DEV_FUF39B',55.30,2.6,'Magnetic',56890049,100,'6KRO',98.5,97.0,1.58,1.1,1.0,2.0,3.6,'Moderate','Screw-in',1.1,'PBT','Laser Etched',6,'true',11,9
'MECH_J4MV6P','PERF_Q1QZHT','DEV_KKNLZS',71.90,2.2,'Optical',37688364,50,'NKRO',91.2,99.2,1.69,1.9,1.5,1.8,3.8,'Minimal','Plate Mount',1.5,'PBT','Laser Etched',0,'false',0,9
'MECH_ZI0FE8','PERF_6OTZGH','DEV_MOPY78',58.30,2.0,'Optical',39164674,14,'NKRO',97.8,93.1,1.07,1.5,2.4,1.8,3.7,'None','Plate Mount',1.3,'ABS','Double Shot',4,'true',0,4
'MECH_OO5J8D','PERF_YDNTA1','DEV_SRC99P',75.80,3.7,'Mechanical',90005990,55,'2KRO',91.8,91.7,1.74,1.8,1.5,1.5,3.3,'Minimal','PCB Mount',1.3,'PBT','Laser Etched',9,'false',0,9
'MECH_CKHSDJ','PERF_CDF9Y1','DEV_E390OY',70.60,2.8,'Membrane',21015889,39,'2KRO',90.4,92.5,1.45,2.0,1.8,1.5,3.1,'Moderate','Screw-in',1.4,'PBT','Dye Sub',1,'false',12,5
'MECH_Q45T79','PERF_3RIUHK','DEV_SJF8VS',48.00,2.1,'Mechanical',30758150,52,'2KRO',92.7,98.6,1.61,1.9,1.7,2.3,3.6,'Minimal','PCB Mount',1.4,'Double Shot PBT','Dye Sub',0,'true',8,7
'MECH_5TS5YQ','PERF_PZ63Y2','DEV_MM7YQH',73.80,3.5,'Mechanical',79047893,78,'2KRO',95.4,90.3,0.20,1.6,2.1,2.2,3.8,'Moderate','Screw-in',1.1,'Double Shot PBT','Laser Etched',7,'true',10,1
'MECH_EXU9F4','PERF_W2GCZZ','DEV_M7BLJT',59.20,3.3,'Mechanical',27366395,104,'2KRO',94.8,93.4,0.55,1.1,2.3,2.1,4.0,'Minimal','Plate Mount',1.5,'PBT','Laser Etched',2,'true',2,9
'MECH_6VA2Z8','PERF_QZK9QE','DEV_B61W8I',70.80,3.5,'Mechanical',45301883,80,'2KRO',91.7,99.5,0.66,1.7,1.6,1.9,3.5,'Minimal','Plate Mount',1.1,'PBT','Double Shot',1,'false',3,9
'MECH_S00B3Q','PERF_T09Y47','DEV_4D2UNM',75.70,3.5,'Mechanical',95079905,65,'NKRO',90.1,90.4,1.70,2.3,1.1,1.7,3.3,'Minimal','PCB Mount',1.2,'ABS','Laser Etched',3,'false',11,1
'MECH_QA73GR','PERF_D96LTN','DEV_1B07RN',69.00,2.4,'Mechanical',23820264,58,'2KRO',97.5,90.4,0.73,1.1,2.0,2.2,3.4,'Moderate','Screw-in',1.5,'PBT','Double Shot',6,'true',5,1
'MECH_AEDPOZ','PERF_7A563Z','DEV_6LDTJ0',69.60,1.8,'Membrane',50335512,13,'6KRO',91.6,93.1,0.05,1.1,2.1,1.6,3.7,'Minimal','PCB Mount',1.2,'PBT','Laser Etched',9,'true',4,1
'MECH_2TNZWI','PERF_FHREMN','DEV_4VU250',49.60,2.0,'Optical',96794306,2,'NKRO',93.3,96.4,0.83,1.3,2.0,1.6,3.9,'Minimal','Screw-in',1.3,'ABS','Double Shot',4,'true',1,5
'MECH_MGKCD9','PERF_E1A571','DEV_UCEXXR',71.30,3.9,'Membrane',77541264,97,'2KRO',95.5,95.8,1.70,1.1,2.4,1.9,3.3,'Moderate','Screw-in',1.1,'ABS','Dye Sub',0,'true',10,5
'MECH_ASPXNC','PERF_PDRO3H','DEV_46IJRG',74.60,2.9,'Mechanical',82290852,43,'2KRO',93.6,97.0,1.17,2.1,1.7,1.7,3.6,'Moderate','PCB Mount',1.4,'PBT','Dye Sub',8,'false',2,5
'MECH_5LWOBJ','PERF_I9QUER','DEV_YQII04',68.90,2.5,'Membrane',53949767,103,'NKRO',91.2,95.2,0.37,1.9,1.7,2.3,3.1,'Moderate','PCB Mount',1.4,'ABS','Laser Etched',9,'true',1,5
'MECH_AUW5HG','PERF_3W07E4','DEV_LZASQV',70.70,2.8,'Membrane',58437492,97,'6KRO',97.4,96.0,0.89,1.5,2.1,2.3,3.2,'Minimal','PCB Mount',1.2,'ABS','Dye Sub',1,'false',8,3
'MECH_N54Y3I','PERF_0OUF3K','DEV_RLMYID',65.30,1.9,'Membrane',87308891,10,'6KRO',94.4,91.7,1.97,2.1,1.7,1.7,3.3,'Moderate','Plate Mount',1.2,'ABS','Dye Sub',4,'true',5,3
'MECH_YTUR5M','PERF_UN32JB','DEV_5JUNNG',70.30,3.1,'Mechanical',83648172,97,'6KRO',97.9,94.7,1.22,1.2,1.2,2.1,3.8,'Minimal','Plate Mount',1.1,'PBT','Dye Sub',7,'true',8,8
'MECH_TAIE0S','PERF_5N0QFF','DEV_SCBSAP',78.60,1.8,'Membrane',60126631,51,'NKRO',90.2,99.6,1.04,1.0,2.3,1.8,3.9,'Moderate','Screw-in',1.2,'Double Shot PBT','Dye Sub',7,'false',13,10
'MECH_LBACVJ','PERF_X695QB','DEV_E7790Q',59.80,3.4,'Membrane',65817959,28,'NKRO',99.1,97.1,0.52,1.1,2.0,2.1,3.6,'Moderate','Screw-in',1.0,'PBT','Laser Etched',0,'false',13,3
'MECH_6DUAS3','PERF_1AZIIQ','DEV_R5BKBZ',68.60,2.2,'Magnetic',45608848,12,'6KRO',91.9,93.8,0.03,2.3,1.3,2.2,3.4,'Minimal','PCB Mount',1.0,'ABS','Laser Etched',5,'true',8,4
'MECH_UUUO4C','PERF_SF04IL','DEV_8OGI93',72.00,3.8,'Optical',24911338,67,'2KRO',99.4,93.8,1.37,1.3,1.9,2.3,3.3,'Minimal','Screw-in',1.4,'Double Shot PBT','Double Shot',8,'true',5,2
'MECH_E7OSIR','PERF_WP6VKW','DEV_BHEU3H',64.30,2.1,'Magnetic',41837639,96,'2KRO',98.5,94.7,1.29,2.3,1.5,2.2,3.0,'Moderate','Screw-in',1.5,'Double Shot PBT','Laser Etched',7,'true',6,8
'MECH_NZ5DBY','PERF_DGY24S','DEV_FQG4RQ',58.00,2.9,'Membrane',67202712,43,'6KRO',90.1,95.0,0.91,1.9,2.1,1.9,3.3,'None','Screw-in',1.3,'PBT','Double Shot',8,'false',10,1
'MECH_K2I4HN','PERF_4WMQ3V','DEV_2S3TVH',64.30,2.4,'Optical',66201683,26,'NKRO',91.4,99.3,1.43,2.0,1.4,1.9,3.1,'Moderate','PCB Mount',1.2,'PBT','Laser Etched',1,'false',15,7
'MECH_U9EWYV','PERF_9DP5EE','DEV_I4XMYL',60.30,1.7,'Mechanical',28714239,6,'NKRO',99.1,98.0,1.66,1.8,1.3,1.9,3.8,'Minimal','Screw-in',1.5,'PBT','Double Shot',0,'true',5,5
'MECH_UR9R3U','PERF_0SUNZ8','DEV_3FTCQ2',45.80,1.8,'Optical',65009080,83,'NKRO',97.7,90.5,1.96,1.9,1.2,2.1,4.0,'Minimal','Screw-in',1.3,'ABS','Double Shot',7,'true',12,8
'MECH_QTEORZ','PERF_Q7BGWS','DEV_FLEBSQ',64.00,1.6,'Magnetic',56108484,104,'NKRO',99.2,93.9,0.66,2.0,1.2,2.1,3.0,'Minimal','PCB Mount',1.4,'Double Shot PBT','Double Shot',2,'true',2,2
'MECH_7KJ605','PERF_CRLUKN','DEV_FFJEYS',75.60,1.8,'Mechanical',87519228,84,'2KRO',93.4,93.8,1.60,1.8,1.3,2.3,3.9,'Moderate','Screw-in',1.3,'PBT','Dye Sub',1,'false',3,9
'MECH_3BKZB4','PERF_VQP3G6','DEV_FRQWGI',68.80,2.3,'Optical',82687409,97,'NKRO',98.6,90.5,1.05,1.5,2.3,1.9,3.8,'Minimal','Screw-in',1.2,'PBT','Laser Etched',6,'false',0,2
'MECH_98EP3D','PERF_83F16K','DEV_OC6HZ2',45.20,1.5,'Magnetic',28143740,65,'6KRO',95.2,92.4,1.87,1.2,1.2,2.2,3.4,'Minimal','PCB Mount',1.4,'ABS','Dye Sub',9,'false',3,7
'MECH_OECVS7','PERF_XBNZ4V','DEV_CHADET',66.40,2.7,'Magnetic',27324014,10,'6KRO',90.6,98.1,1.63,1.9,1.8,2.5,3.8,'Minimal','Screw-in',1.2,'ABS','Laser Etched',3,'false',14,8
'MECH_RMYHOE','PERF_ZHO8P5','DEV_R7IHVY',54.90,3.9,'Mechanical',61058991,68,'NKRO',95.2,90.9,1.26,2.5,2.1,1.7,3.2,'Moderate','Plate Mount',1.2,'ABS','Double Shot',5,'true',3,9
'MECH_2DQR5N','PERF_FY27RN','DEV_E3A5JR',50.30,2.4,'Mechanical',28759750,30,'2KRO',94.8,99.1,1.03,1.3,1.7,1.9,3.0,'Minimal','Screw-in',1.3,'Double Shot PBT','Dye Sub',0,'false',10,3
'MECH_TMITSL','PERF_Y22C5E','DEV_DXURJL',58.60,2.3,'Optical',48673544,75,'2KRO',96.2,95.8,0.09,2.2,1.3,2.0,3.1,'Minimal','Screw-in',1.0,'PBT','Dye Sub',7,'true',12,8
'MECH_EMQY5Y','PERF_ZR4SHP','DEV_B5MOGE',52.20,3.8,'Membrane',53302583,2,'NKRO',96.8,97.2,0.49,1.0,2.1,2.2,3.9,'Minimal','Screw-in',1.3,'Double Shot PBT','Double Shot',2,'true',10,1
'MECH_T7B40M','PERF_58QCZL','DEV_QNRGUJ',50.90,3.0,'Magnetic',76023726,68,'2KRO',92.8,92.7,1.83,2.2,2.4,1.5,3.9,'Minimal','PCB Mount',1.1,'PBT','Dye Sub',0,'true',3,7
'MECH_L159Q9','PERF_RP0JHD','DEV_NFIGCO',50.10,1.9,'Mechanical',70215982,34,'6KRO',94.6,96.3,1.51,1.7,1.6,2.2,3.2,'Minimal','Plate Mount',1.1,'Double Shot PBT','Double Shot',3,'true',15,8
'MECH_9NEG1L','PERF_SLW0RH','DEV_DP3X7V',72.70,1.9,'Optical',65880257,90,'6KRO',90.4,90.5,0.44,1.9,2.0,2.0,3.5,'Moderate','PCB Mount',1.2,'PBT','Laser Etched',3,'true',8,2
'MECH_IPG8A1','PERF_BP66ZF','DEV_PVJPYT',60.50,2.1,'Optical',88919046,69,'6KRO',98.5,95.4,1.92,1.3,1.8,2.0,3.5,'Minimal','Plate Mount',1.2,'ABS','Laser Etched',2,'false',7,5
'MECH_8YJWCK','PERF_1WADOP','DEV_UYU43G',62.80,3.6,'Magnetic',56011331,44,'6KRO',93.1,94.1,0.07,1.9,1.9,2.5,3.3,'Minimal','Screw-in',1.2,'ABS','Double Shot',6,'false',15,10
'MECH_CBU367','PERF_7VJRSI','DEV_GZ6M71',77.50,1.7,'Mechanical',83627244,41,'2KRO',94.0,91.7,0.33,2.4,1.9,1.9,3.3,'None','Screw-in',1.2,'Double Shot PBT','Double Shot',5,'true',14,1
'MECH_B9KRDF','PERF_C6CT5N','DEV_N3C4ND',64.90,3.1,'Optical',53283369,96,'2KRO',91.7,94.2,1.95,1.0,2.3,1.8,3.9,'Minimal','Plate Mount',1.2,'PBT','Laser Etched',3,'true',11,4
'MECH_00DB97','PERF_32BC8S','DEV_JTAVI2',52.60,2.6,'Optical',24377473,10,'2KRO',98.0,98.9,1.73,2.1,1.3,1.6,3.2,'Moderate','PCB Mount',1.4,'PBT','Double Shot',6,'false',1,2
'MECH_314860','PERF_DC62X2','DEV_BEQUVQ',54.50,3.8,'Magnetic',93096138,60,'NKRO',98.1,98.6,1.55,1.2,1.1,2.5,3.1,'Moderate','Screw-in',1.2,'PBT','Dye Sub',4,'true',1,2
'MECH_JISNW7','PERF_ZSJHIG','DEV_0XE4QF',53.10,3.4,'Mechanical',31187425,91,'6KRO',92.4,97.1,1.61,2.1,1.1,1.5,3.2,'Minimal','Screw-in',1.1,'Double Shot PBT','Laser Etched',9,'false',2,1
'MECH_93WJWY','PERF_6MBULX','DEV_JGZ0MW',59.00,2.2,'Mechanical',22594737,63,'2KRO',99.9,94.8,1.75,1.6,1.9,2.1,3.1,'Moderate','PCB Mount',1.1,'ABS','Laser Etched',6,'true',8,4
'MECH_39XY9Y','PERF_VPBTRB','DEV_8JXZ5T',48.70,3.6,'Optical',42329340,13,'6KRO',97.0,92.7,1.89,2.2,2.2,1.5,3.8,'Moderate','Plate Mount',1.1,'PBT','Double Shot',3,'true',15,7
'MECH_5NHPLT','PERF_76QD81','DEV_FEDFT9',62.50,3.3,'Mechanical',77191257,73,'NKRO',94.6,91.5,0.89,2.0,1.9,1.7,3.1,'Moderate','Screw-in',1.4,'Double Shot PBT','Laser Etched',6,'true',14,8
'MECH_88NQ4K','PERF_WE1ORF','DEV_MJN5BE',60.70,3.4,'Mechanical',69086289,64,'NKRO',92.9,97.8,0.90,1.7,1.8,2.0,3.1,'Minimal','Plate Mount',1.5,'PBT','Double Shot',8,'false',1,9
'MECH_ZSVNO7','PERF_NEOOTC','DEV_386A98',53.90,2.7,'Membrane',94840662,86,'2KRO',97.5,96.9,1.57,1.7,1.3,2.4,3.7,'Minimal','Plate Mount',1.4,'ABS','Double Shot',8,'true',11,10
'MECH_ZYXXAG','PERF_72X6Y4','DEV_E4TLFI',70.00,2.3,'Membrane',20746058,84,'6KRO',96.7,91.7,0.64,1.2,1.4,2.1,3.4,'None','Screw-in',1.1,'PBT','Laser Etched',0,'true',3,6
'MECH_PGL9FM','PERF_7RITNF','DEV_YG9JCB',78.40,1.5,'Optical',31270952,84,'2KRO',98.8,91.2,1.02,2.3,2.2,1.7,3.1,'Minimal','Plate Mount',1.5,'Double Shot PBT','Dye Sub',7,'true',3,9
'MECH_KHU696','PERF_7JM3V4','DEV_6NX7LG',46.00,3.5,'Magnetic',55649870,84,'6KRO',93.3,90.1,0.39,2.1,1.6,2.2,4.0,'Minimal','PCB Mount',1.2,'ABS','Dye Sub',8,'true',13,10
'MECH_3KPKH8','PERF_FOGZXA','DEV_3DPEVW',61.30,3.2,'Magnetic',51101338,40,'6KRO',93.7,95.5,0.80,1.5,1.4,1.7,3.5,'Moderate','Plate Mount',1.3,'Double Shot PBT','Dye Sub',4,'true',8,10
'MECH_89SRBR','PERF_4SWS77','DEV_OHY0ZL',74.60,2.8,'Membrane',30554374,86,'2KRO',92.1,93.7,0.81,1.4,1.1,2.5,3.7,'Moderate','PCB Mount',1.0,'ABS','Double Shot',7,'true',12,1
'MECH_XGKY3H','PERF_K1GDOB','DEV_HL1IOI',52.70,3.4,'Membrane',51040100,24,'6KRO',90.2,93.5,0.51,1.7,1.1,2.4,3.4,'Moderate','PCB Mount',1.5,'PBT','Laser Etched',9,'false',7,6
'MECH_3QA8A7','PERF_IJRT20','DEV_VGSDL0',64.40,1.5,'Membrane',28701784,13,'NKRO',95.5,96.3,1.37,2.0,1.5,1.5,3.5,'Moderate','Plate Mount',1.1,'PBT','Laser Etched',8,'false',14,2
'MECH_8PKGK7','PERF_28F43U','DEV_A7NM5O',75.10,2.4,'Optical',65379841,45,'2KRO',93.3,97.9,1.19,1.7,1.7,2.0,3.2,'Moderate','PCB Mount',1.3,'PBT','Dye Sub',7,'false',12,6
'MECH_COM553','PERF_Q9OJSN','DEV_WKGTNP',78.90,2.4,'Membrane',28423700,16,'6KRO',94.9,99.5,0.43,1.9,1.6,2.1,3.7,'Minimal','Plate Mount',1.2,'PBT','Dye Sub',6,'false',8,10
'MECH_VXHMXB','PERF_9X28FT','DEV_U7OG34',46.60,3.8,'Magnetic',59936269,93,'2KRO',92.6,93.4,0.18,1.4,2.4,2.4,3.7,'Minimal','PCB Mount',1.2,'PBT','Laser Etched',4,'false',10,6
