'INT_K559EM','PHYS_1G2IZ5','DEV_NUO9DA','false','false','true','false','Basic',6,3,'None',8,6.6,0.17,90.1,3.2,16.5,'Hybrid',92.1,'Standard',94.4
'INT_RZ9YTY','PHYS_464I4M','DEV_E345LX','false','false','true','true','Basic',8,3,'Basic',9,9.2,0.03,91.1,2.2,11.3,'Hybrid',90.3,'Hall Effect',90.6
'INT_YWHIFV','PHYS_HPCHLO','DEV_N7Y1JH','true','false','false','true','Basic',10,1,'Basic',10,7.8,0.13,99.5,4.3,10.3,'Standard',93.6,'Standard',97.1
'INT_QA9ZIH','PHYS_I7D7BY','DEV_A0YFQ4','false','true','false','true','Basic',9,5,'Advanced',10,1.8,0.14,96.5,4.2,18.9,'Hybrid',93.8,'Hall Effect',92.5
'INT_2BYDST','PHYS_Z7C4QZ','DEV_WX3AG8','false','false','false','false','Advanced',8,2,'Advanced',5,7.4,0.05,90.7,3.6,19.3,'Hybrid',97.3,'Magnetic',99.3
'INT_I3IPH3','PHYS_8MKCCU','DEV_VQO1YU','true','true','true','false','Basic',10,5,'None',9,6.9,0.03,96.1,4.2,18.3,'Hybrid',92.0,'Hall Effect',94.3
'INT_LI058S','PHYS_G1P2NG','DEV_UJUDVW','true','true','true','false','None',9,4,'Basic',10,9.0,0.17,96.1,4.4,18.0,'Standard',93.6,'Standard',91.0
'INT_LDCGQU','PHYS_N2LI8B','DEV_83QF51','false','false','false','true','None',7,5,'None',2,9.4,0.11,95.9,3.7,10.3,'Hybrid',97.7,'Hall Effect',94.9
'INT_WAQS0A','PHYS_G734LA','DEV_VGNT44','false','false','true','true','Advanced',9,3,'None',9,3.9,0.13,99.9,2.3,19.4,'Floating',90.3,'Standard',92.4
'INT_IBCEUI','PHYS_BI771A','DEV_S0OTZE','true','false','true','false','Basic',10,1,'None',10,9.8,0.19,91.3,4.7,17.8,'Hybrid',98.7,'Hall Effect',97.5
'INT_YTEHAB','PHYS_XEAQ6L','DEV_FPJ87Y','true','true','true','false','Advanced',2,3,'None',2,4.2,0.06,97.0,4.9,14.9,'Hybrid',97.1,'Hall Effect',95.7
'INT_1A09NP','PHYS_DVYURL','DEV_NVDQ67','true','false','false','true','Basic',1,5,'Advanced',1,5.1,0.10,94.6,4.7,16.7,'Standard',92.7,'Standard',98.2
'INT_RQ7WRO','PHYS_EVRYU8','DEV_K3HTXQ','true','false','false','false','None',1,1,'None',7,2.8,0.17,93.2,3.8,17.6,'Floating',98.9,'Hall Effect',90.9
'INT_YSDX6J','PHYS_4D77SI','DEV_ELQZB7','true','true','true','true','Advanced',7,5,'Basic',1,1.5,0.11,98.9,4.6,19.7,'Standard',90.8,'Magnetic',90.5
'INT_5257PR','PHYS_MCUGSU','DEV_CUGKVB','false','true','true','false','Basic',1,4,'None',7,9.4,0.17,95.0,3.1,18.0,'Standard',94.4,'Hall Effect',90.6
'INT_WR7NXH','PHYS_KA6PDQ','DEV_SJ5LLL','false','false','false','true','Basic',8,2,'Advanced',9,7.4,0.19,90.9,2.3,11.0,'Hybrid',92.4,'Magnetic',98.1
'INT_XMVG95','PHYS_MKJI3H','DEV_38S92W','false','false','true','false','Advanced',1,1,'None',4,5.3,0.17,90.5,3.2,16.1,'Hybrid',99.9,'Hall Effect',91.7
'INT_HZE8LR','PHYS_IFC0KD','DEV_MI60UP','true','true','false','false','None',2,3,'None',10,6.7,0.17,90.8,2.7,11.1,'Hybrid',96.4,'Standard',99.7
'INT_9GW4MD','PHYS_LY21YZ','DEV_E2BXO8','true','true','false','true','None',6,3,'None',8,4.8,0.19,99.4,4.3,17.4,'Standard',99.2,'Magnetic',95.8
'INT_ESQB8O','PHYS_YJ9ZZW','DEV_QCOBMZ','false','true','false','true','Basic',6,1,'Advanced',5,8.3,0.03,90.9,3.3,13.6,'Hybrid',92.5,'Hall Effect',94.8
'INT_7PKBC9','PHYS_60ALXA','DEV_80P32W','false','true','false','true','Basic',3,2,'Basic',10,7.5,0.03,94.1,2.3,16.3,'Hybrid',93.6,'Standard',90.3
'INT_AJ4EQL','PHYS_2SPEU9','DEV_LQPB7C','false','true','true','true','None',4,2,'Advanced',1,3.2,0.07,98.3,5.0,19.5,'Floating',96.7,'Magnetic',95.2
'INT_T54D3C','PHYS_MNC9AL','DEV_4979VF','true','false','false','false','None',9,5,'Advanced',3,1.4,0.00,99.8,2.3,15.2,'Standard',93.7,'Hall Effect',93.5
'INT_LA24V0','PHYS_BEEE85','DEV_W4IOOW','true','true','true','true','None',4,5,'None',8,6.1,0.16,92.8,2.9,17.1,'Floating',94.7,'Hall Effect',98.2
'INT_OAL5UD','PHYS_BURAX9','DEV_XK37RO','false','true','false','true','None',10,4,'Advanced',4,7.0,0.14,94.1,4.7,16.3,'Hybrid',98.2,'Hall Effect',96.6
'INT_9ITGXM','PHYS_SRAB43','DEV_FUF39B','false','true','false','true','Advanced',6,4,'None',1,3.5,0.03,92.0,3.5,10.6,'Floating',92.8,'Hall Effect',98.2
'INT_UV2CT1','PHYS_93X2QZ','DEV_KKNLZS','true','true','false','true','Basic',5,5,'None',6,8.8,0.08,95.9,4.4,14.7,'Standard',93.4,'Standard',97.2
'INT_4CHP01','PHYS_9SDQVW','DEV_MOPY78','true','false','true','true','Basic',10,5,'Advanced',10,3.1,0.12,92.9,2.5,15.3,'Floating',99.6,'Hall Effect',95.1
'INT_GN39PH','PHYS_2LYYX4','DEV_SRC99P','true','false','true','false','Basic',8,5,'Advanced',3,6.9,0.15,91.1,3.0,11.6,'Standard',95.0,'Hall Effect',93.2
'INT_44LAA8','PHYS_7EI2QW','DEV_E390OY','false','true','true','false','None',10,3,'Basic',6,4.6,0.04,98.1,3.4,11.2,'Hybrid',97.7,'Magnetic',99.9
'INT_G6SPRS','PHYS_90KGIR','DEV_SJF8VS','true','true','false','false','Advanced',3,3,'None',2,1.6,0.09,99.6,5.0,11.4,'Hybrid',92.4,'Hall Effect',99.1
'INT_AMFT9C','PHYS_GBZ3ZI','DEV_MM7YQH','true','false','true','false','Advanced',2,1,'Advanced',6,6.4,0.13,90.2,4.7,16.6,'Standard',91.4,'Standard',93.7
'INT_G3UFZ7','PHYS_LT885G','DEV_M7BLJT','false','true','false','false','Advanced',3,3,'None',7,6.1,0.00,90.9,4.2,18.8,'Floating',97.5,'Hall Effect',95.1
'INT_PBZ9EQ','PHYS_IV98CI','DEV_B61W8I','true','true','false','true','Advanced',4,1,'Basic',9,4.0,0.15,98.0,4.7,10.5,'Floating',99.7,'Standard',96.7
'INT_N0K56Y','PHYS_VHVVRQ','DEV_4D2UNM','true','true','true','false','Basic',10,3,'None',4,3.2,0.16,97.1,3.1,16.1,'Hybrid',97.6,'Hall Effect',99.7
'INT_MNVIKU','PHYS_I21LPY','DEV_1B07RN','false','true','true','true','Advanced',9,3,'None',7,7.8,0.07,92.1,4.5,11.3,'Hybrid',95.0,'Standard',92.1
'INT_RGULN0','PHYS_TGOS86','DEV_6LDTJ0','false','true','true','false','Advanced',9,3,'Advanced',3,2.2,0.09,91.3,4.8,12.5,'Standard',93.3,'Hall Effect',91.9
'INT_8X8OXB','PHYS_27P3EV','DEV_4VU250','true','false','true','true','Advanced',10,3,'None',3,5.9,0.08,96.4,2.1,14.4,'Hybrid',92.1,'Standard',90.3
'INT_BHWCWH','PHYS_VLI591','DEV_UCEXXR','true','false','true','true','None',6,3,'None',7,8.8,0.02,97.8,4.1,10.2,'Standard',90.1,'Standard',99.3
'INT_6DVUC3','PHYS_WJJKJ7','DEV_46IJRG','true','false','false','false','Advanced',7,2,'None',2,9.9,0.01,97.3,4.4,12.2,'Hybrid',95.6,'Magnetic',91.0
'INT_K59G5S','PHYS_PNY41B','DEV_YQII04','false','false','false','true','Advanced',5,1,'None',2,9.3,0.01,94.9,4.6,12.5,'Hybrid',97.2,'Hall Effect',97.5
'INT_WZ1VEI','PHYS_H90C9W','DEV_LZASQV','true','false','false','true','None',7,3,'Advanced',4,5.7,0.16,98.6,2.1,15.1,'Floating',97.3,'Standard',99.9
'INT_3A38C2','PHYS_WXMNT5','DEV_RLMYID','false','true','true','true','None',2,1,'None',5,9.1,0.20,93.1,2.4,15.4,'Floating',97.8,'Hall Effect',92.7
'INT_9VOS77','PHYS_CD9025','DEV_5JUNNG','false','true','true','false','None',5,2,'Advanced',3,1.6,0.11,94.4,2.6,19.9,'Hybrid',92.0,'Standard',90.6
'INT_JASUM6','PHYS_FA0OFO','DEV_SCBSAP','true','true','true','true','None',3,3,'Basic',4,5.2,0.00,96.8,4.9,19.3,'Floating',97.6,'Magnetic',98.9
'INT_Z47JKH','PHYS_JC3A0R','DEV_E7790Q','false','true','false','false','None',2,1,'Basic',3,5.1,0.19,92.6,4.6,12.3,'Floating',93.8,'Magnetic',94.6
'INT_YILVJZ','PHYS_KA6WR5','DEV_R5BKBZ','false','false','true','true','Advanced',4,5,'Advanced',9,8.3,0.03,95.1,3.8,18.4,'Hybrid',96.7,'Magnetic',99.0
'INT_9K5VDM','PHYS_4W3GYT','DEV_8OGI93','true','true','false','true','Advanced',8,1,'Advanced',1,2.7,0.13,99.4,4.5,17.4,'Floating',92.8,'Hall Effect',90.2
'INT_D0ET4B','PHYS_QN6XWL','DEV_BHEU3H','false','true','false','true','Basic',10,3,'None',9,5.2,0.13,91.1,2.8,19.0,'Floating',91.8,'Hall Effect',90.3
'INT_BRI0MA','PHYS_BL391B','DEV_FQG4RQ','false','false','true','false','Advanced',2,3,'Advanced',8,7.5,0.18,97.8,4.0,10.7,'Floating',94.8,'Hall Effect',96.2
'INT_MNYA8Z','PHYS_ES2994','DEV_2S3TVH','false','true','true','true','None',5,4,'None',3,5.1,0.11,90.7,4.5,19.7,'Floating',91.8,'Hall Effect',99.3
'INT_PW73VM','PHYS_VF413R','DEV_I4XMYL','true','false','false','false','None',4,3,'None',6,3.1,0.17,98.1,4.3,12.5,'Hybrid',90.1,'Standard',94.4
'INT_E0XGBW','PHYS_0I77H2','DEV_3FTCQ2','true','true','true','false','Advanced',5,1,'None',5,3.8,0.11,93.4,3.5,10.9,'Hybrid',98.9,'Magnetic',95.1
'INT_LALM2O','PHYS_VRRI42','DEV_FLEBSQ','false','true','true','false','Basic',2,5,'Advanced',8,7.8,0.03,97.5,2.2,13.2,'Hybrid',91.7,'Hall Effect',90.8
'INT_2N4KWN','PHYS_IPAAF4','DEV_FFJEYS','false','false','false','true','Advanced',8,4,'None',4,4.1,0.09,94.8,2.3,15.9,'Floating',91.3,'Standard',94.7
'INT_GKSTXE','PHYS_ZEWW1G','DEV_FRQWGI','true','false','true','false','Basic',10,2,'None',10,2.2,0.11,96.5,3.9,15.9,'Hybrid',96.6,'Magnetic',90.3
'INT_SXX10M','PHYS_SBZS3W','DEV_OC6HZ2','false','false','false','false','Advanced',5,5,'None',5,1.6,0.04,93.2,3.3,16.1,'Floating',95.5,'Standard',95.1
'INT_HO2J9P','PHYS_0RF1OG','DEV_CHADET','false','true','true','true','Advanced',6,1,'Advanced',2,6.0,0.11,99.5,2.8,17.1,'Floating',98.5,'Hall Effect',91.8
'INT_4VX9M9','PHYS_DNEHAA','DEV_R7IHVY','false','true','false','false','Basic',7,1,'Basic',10,8.7,0.09,96.1,2.9,10.2,'Hybrid',92.6,'Magnetic',96.9
'INT_YWEVUM','PHYS_Q6EBN9','DEV_E3A5JR','false','false','false','false','None',2,1,'Advanced',8,2.8,0.12,90.9,4.0,18.0,'Hybrid',97.9,'Magnetic',98.0
'INT_88RAI9','PHYS_LO4Y9D','DEV_DXURJL','true','true','false','false','Advanced',1,4,'Advanced',10,1.1,0.20,93.2,2.8,13.0,'Standard',94.6,'Magnetic',95.4
'INT_WKKOKU','PHYS_KY6STZ','DEV_B5MOGE','false','false','false','false','Advanced',8,3,'None',3,8.3,0.16,95.4,3.1,16.3,'Standard',92.9,'Standard',95.3
'INT_0SQTVK','PHYS_YZJUEO','DEV_QNRGUJ','false','true','true','true','Basic',7,1,'None',8,4.5,0.14,95.0,4.8,14.9,'Standard',98.4,'Magnetic',93.9
'INT_BG6ETH','PHYS_NHT691','DEV_NFIGCO','true','true','true','true','None',10,2,'Advanced',9,2.1,0.08,92.6,3.7,11.4,'Floating',93.4,'Standard',90.4
'INT_XBMZAS','PHYS_FYRVEF','DEV_DP3X7V','false','true','true','false','Advanced',9,3,'None',9,3.6,0.13,92.3,3.1,13.8,'Floating',91.4,'Hall Effect',92.8
'INT_RUB6HQ','PHYS_ZV1SM0','DEV_PVJPYT','false','false','false','false','None',8,1,'Basic',4,5.3,0.01,90.4,4.5,19.7,'Standard',97.9,'Standard',99.0
'INT_QUKWX2','PHYS_KTBJA3','DEV_UYU43G','false','false','true','false','Advanced',9,4,'Basic',6,7.0,0.10,95.4,3.2,10.5,'Standard',97.0,'Magnetic',94.8
'INT_IIRBKS','PHYS_LESQBB','DEV_GZ6M71','false','false','false','false','None',5,2,'Basic',1,5.8,0.20,97.4,2.5,18.8,'Hybrid',91.5,'Magnetic',96.4
'INT_4XZ55T','PHYS_X90RYG','DEV_N3C4ND','true','true','true','true','None',10,2,'Advanced',9,2.6,0.10,94.8,2.5,11.1,'Hybrid',99.6,'Standard',96.3
'INT_G3LZQY','PHYS_B4TS5Y','DEV_JTAVI2','false','false','true','true','Advanced',7,1,'None',8,1.9,0.07,95.8,2.2,11.7,'Floating',93.1,'Magnetic',96.1
'INT_K0CJQ6','PHYS_HHXF9X','DEV_BEQUVQ','false','true','false','true','Advanced',1,5,'Advanced',7,9.0,0.03,90.5,3.5,10.2,'Hybrid',90.1,'Magnetic',99.0
'INT_6KX75G','PHYS_YP2KM2','DEV_0XE4QF','true','true','true','true','None',2,4,'None',3,9.8,0.11,90.0,4.9,17.0,'Floating',93.8,'Standard',93.2
'INT_I4IZRB','PHYS_GCY5SU','DEV_JGZ0MW','true','false','true','true','None',3,3,'Advanced',9,3.6,0.05,97.4,2.4,13.7,'Floating',92.2,'Hall Effect',97.9
'INT_DHV9TT','PHYS_3LU4JC','DEV_8JXZ5T','false','true','false','false','Advanced',4,5,'None',5,2.9,0.08,91.2,4.3,12.6,'Hybrid',91.8,'Hall Effect',98.7
'INT_41A5KV','PHYS_5HQKOP','DEV_FEDFT9','false','true','false','true','None',7,1,'Advanced',10,1.9,0.17,91.1,3.8,11.7,'Floating',98.7,'Standard',92.7
'INT_Z78XGQ','PHYS_8Y8TMY','DEV_MJN5BE','false','true','false','true','None',8,1,'Basic',5,1.5,0.00,91.1,4.3,19.1,'Hybrid',90.2,'Magnetic',94.9
'INT_RLD9NI','PHYS_EBFSPI','DEV_386A98','false','false','true','false','None',2,4,'Advanced',6,1.9,0.15,97.5,2.9,18.9,'Floating',91.8,'Hall Effect',98.3
'INT_5HLFV6','PHYS_BCJKIC','DEV_E4TLFI','true','true','true','true','Basic',4,2,'None',10,4.2,0.19,90.3,4.8,16.3,'Standard',93.0,'Magnetic',98.9
'INT_QNUH88','PHYS_XMOBS0','DEV_YG9JCB','true','false','true','true','Basic',8,5,'None',5,4.0,0.17,91.7,3.6,19.9,'Standard',92.3,'Magnetic',94.2
'INT_F8ZU86','PHYS_QR1PL7','DEV_6NX7LG','true','false','false','false','Basic',3,2,'Advanced',6,9.7,0.03,99.8,2.9,14.2,'Floating',97.1,'Standard',98.5
'INT_YTF5U0','PHYS_QU69CL','DEV_3DPEVW','false','false','true','true','None',10,2,'None',3,5.3,0.10,96.8,3.0,15.2,'Hybrid',98.2,'Hall Effect',95.4
'INT_W2RD2R','PHYS_JL74WN','DEV_OHY0ZL','true','false','false','false','None',6,3,'Advanced',1,2.7,0.20,90.8,2.8,18.8,'Floating',97.3,'Hall Effect',93.4
'INT_0N6YMG','PHYS_N0X8VR','DEV_HL1IOI','true','true','true','true','Basic',2,5,'None',4,6.0,0.00,90.2,3.4,10.6,'Standard',98.6,'Hall Effect',96.5
'INT_NKN44I','PHYS_UY9F8T','DEV_VGSDL0','false','true','false','false','Advanced',6,1,'Basic',7,4.3,0.01,94.4,2.9,19.6,'Standard',91.9,'Magnetic',93.4
'INT_BV9GI9','PHYS_TB1HZ5','DEV_A7NM5O','true','true','false','false','Basic',1,1,'Basic',7,1.6,0.09,91.9,2.7,16.7,'Floating',94.2,'Hall Effect',94.1
'INT_LCB209','PHYS_3605OE','DEV_WKGTNP','true','true','true','false','None',6,4,'None',1,8.7,0.08,90.4,4.1,17.3,'Floating',90.4,'Magnetic',98.9
'INT_HTTP80','PHYS_ZL62WN','DEV_U7OG34','true','false','false','true','Basic',8,4,'None',10,2.0,0.08,97.6,4.3,15.0,'Floating',92.5,'Standard',92.2
'INT_YQLP80','PHYS_08APNC','DEV_LPOCPI','true','false','false','false','Basic',7,3,'Advanced',1,5.7,0.01,95.8,3.3,11.9,'Floating',95.0,'Standard',90.3
'INT_CTONC1','PHYS_NX2ZJX','DEV_4QZR5N','false','false','true','false','Basic',7,2,'Advanced',6,9.7,0.18,90.1,3.3,14.3,'Floating',98.3,'Hall Effect',90.1
'INT_ST1HU4','PHYS_ERFION','DEV_YNQ9VB','false','true','false','true','Basic',2,1,'None',2,9.4,0.17,93.7,3.7,19.9,'Floating',99.7,'Magnetic',95.3
'INT_S6I1B4','PHYS_YKSF04','DEV_ULNWE8','true','false','true','false','None',2,4,'Advanced',10,4.9,0.13,94.8,4.1,15.0,'Standard',92.4,'Standard',99.6
'INT_42Q3OY','PHYS_XLRAWK','DEV_S3UZBW','false','false','false','false','Basic',2,5,'Basic',8,2.6,0.20,98.3,4.1,17.2,'Standard',93.6,'Standard',98.5
'INT_5PI7KZ','PHYS_AI7SO1','DEV_BY6CVN','true','false','false','false','None',2,2,'None',2,5.3,0.05,98.3,4.7,16.5,'Floating',97.0,'Standard',99.0
'INT_3XYOHM','PHYS_L98BPB','DEV_EDJRAE','true','true','true','false','None',5,4,'None',8,7.9,0.06,92.4,2.0,16.2,'Standard',91.7,'Magnetic',92.0
'INT_7Y8IAU','PHYS_0WN8Q7','DEV_23O57O','false','true','true','true','Advanced',5,5,'Basic',4,4.7,0.07,95.4,2.9,10.6,'Standard',92.2,'Magnetic',96.5
'INT_EX8K0S','PHYS_VEZ9WZ','DEV_BVNMJ1','true','false','false','false','Advanced',7,3,'Advanced',3,5.0,0.02,95.1,3.6,12.8,'Standard',96.6,'Magnetic',95.0
'INT_JQLHFQ','PHYS_8XQYQD','DEV_E0JLH6','false','true','true','false','Advanced',8,5,'Advanced',10,8.1,0.17,90.0,3.4,18.5,'Standard',95.9,'Standard',93.8
'INT_BKCNG7','PHYS_7GYA5M','DEV_NT35P9','true','true','true','false','Advanced',8,2,'Advanced',9,2.2,0.13,99.0,4.3,17.9,'Standard',90.5,'Hall Effect',93.5
'INT_VTH9NA','PHYS_0HY3BY','DEV_J8PQGM','false','false','false','false','Advanced',7,4,'Advanced',7,4.9,0.10,96.7,5.0,14.6,'Standard',91.2,'Magnetic',92.2
'INT_7HIO4L','PHYS_61FR9D','DEV_RQB99P','true','true','true','false','Advanced',2,2,'Basic',5,3.8,0.14,92.6,3.3,14.6,'Standard',97.8,'Magnetic',95.7
'INT_70JBFK','PHYS_ROLWBN','DEV_7NGVZK','true','true','false','false','None',8,4,'None',9,5.3,0.15,95.6,4.3,12.0,'Standard',92.5,'Magnetic',96.2
'INT_9D2LW4','PHYS_W1K6A7','DEV_OQ1UWV','true','true','false','false','Advanced',3,4,'Advanced',7,3.3,0.10,94.7,2.3,16.0,'Hybrid',94.4,'Magnetic',95.6
'INT_4RQSTI','PHYS_FEQOTB','DEV_08SKMD','false','true','true','true','Advanced',4,4,'Basic',2,7.5,0.11,93.1,3.9,16.7,'Floating',95.5,'Magnetic',92.7
'INT_Q67OQ8','PHYS_OCWSXI','DEV_029ZOH','false','false','true','true','Advanced',10,4,'None',1,6.8,0.17,99.0,2.6,14.6,'Hybrid',93.4,'Hall Effect',93.2
'INT_TN8RF6','PHYS_26I80R','DEV_GFFFWR','true','true','false','false','None',10,4,'None',1,3.7,0.10,98.0,2.3,14.7,'Standard',93.1,'Hall Effect',92.8
'INT_XFYR1Y','PHYS_OP4XMQ','DEV_6T5QKE','true','false','false','false','Basic',6,3,'None',3,6.2,0.04,91.5,4.4,14.2,'Standard',91.4,'Standard',93.3
'INT_AECK0R','PHYS_8B7REQ','DEV_E2BAMG','false','false','false','false','Basic',3,4,'Basic',3,9.9,0.11,93.1,4.9,17.2,'Floating',91.5,'Hall Effect',92.4
'INT_CGCLNN','PHYS_NP8GPR','DEV_RVPFTD','false','true','false','true','Advanced',1,5,'None',5,9.3,0.15,92.2,2.4,12.8,'Hybrid',94.4,'Magnetic',99.6
'INT_XE8Y5X','PHYS_A7ZGFJ','DEV_Y0X575','false','true','true','true','None',6,2,'Basic',1,6.5,0.09,98.6,2.2,15.9,'Floating',97.1,'Hall Effect',94.4
'INT_ILQOAL','PHYS_BW2LS7','DEV_UOXJMQ','true','false','false','true','Basic',1,2,'Advanced',5,5.8,0.09,92.1,4.6,11.2,'Hybrid',99.4,'Hall Effect',93.7
'INT_WRJ0G4','PHYS_RMOORY','DEV_8KY4XF','true','true','false','false','Advanced',5,1,'None',7,4.6,0.17,98.1,3.0,11.9,'Standard',93.7,'Hall Effect',97.8
'INT_POLH11','PHYS_B0B8LQ','DEV_6AV9YH','false','true','true','false','None',8,1,'Basic',5,2.3,0.13,99.2,3.7,13.0,'Floating',90.2,'Standard',99.6
'INT_8X56TI','PHYS_HH3DPC','DEV_6GTW01','true','false','true','false','Advanced',2,5,'None',9,2.8,0.11,94.1,2.6,15.6,'Floating',92.6,'Magnetic',94.6
'INT_MR1OBY','PHYS_LYQRJX','DEV_6K1JP8','true','false','true','true','Advanced',5,5,'None',7,9.6,0.02,99.1,2.7,13.3,'Hybrid',97.7,'Standard',97.0
'INT_VNH7ZW','PHYS_FOSXV2','DEV_8AAK48','false','false','false','true','None',2,3,'Advanced',3,6.9,0.08,96.5,4.5,10.5,'Floating',95.8,'Magnetic',90.0
'INT_QHO0QA','PHYS_179KEC','DEV_JW2DL6','false','false','false','true','Advanced',4,5,'Advanced',2,3.5,0.05,98.2,2.5,13.2,'Standard',95.1,'Hall Effect',93.2
'INT_Y4PQQK','PHYS_0REUSW','DEV_J0PWZ9','true','true','true','true','Basic',1,3,'Basic',6,5.6,0.20,94.1,4.1,13.7,'Floating',94.9,'Hall Effect',98.5
'INT_YZMXBQ','PHYS_TFK2KQ','DEV_X1EBHD','true','false','true','false','None',5,4,'Advanced',9,6.1,0.04,99.5,2.3,12.0,'Hybrid',98.6,'Hall Effect',96.0
'INT_JAEMXV','PHYS_9XLIDR','DEV_M2FRI4','false','false','false','true','Advanced',10,5,'Basic',8,2.4,0.11,90.9,3.5,14.4,'Floating',97.1,'Magnetic',91.9
'INT_N0LANJ','PHYS_M4HYUX','DEV_1NK28O','false','true','true','true','None',8,5,'Basic',1,8.9,0.05,98.0,2.9,14.3,'Floating',93.5,'Hall Effect',95.0
'INT_V8Z90Z','PHYS_VNFAME','DEV_8MRHWR','false','true','true','true','Advanced',6,1,'Advanced',4,3.9,0.00,97.9,3.0,12.0,'Hybrid',90.7,'Standard',96.0
'INT_TO27IZ','PHYS_AMMXT2','DEV_6LEU5Z','false','true','true','true','Basic',5,1,'None',1,5.5,0.17,91.6,4.7,12.3,'Hybrid',96.1,'Standard',97.5
