'AUD_L38IOB','DEV_E345LX','PERF_V6GC2M',64.2,'Clicky',22,1.3,-35.00,'79-13091Hz',16,107,1.57,'22-25861Hz',53,'Stereo',7,'false','Active','5.1',25,240.10,'true',1,657.7
'AUD_P832P1','DEV_N7Y1JH','PERF_VWVJTR',66.3,'Silent',30,16.0,-45.00,'84-16348Hz',32,93,1.85,'29-24428Hz',53,'5.1',3,'false','Passive','5.0',24,177.80,'false',1,782.0
'AUD_RC9Z8Y','DEV_A0YFQ4','PERF_1BPQ41',64.1,'Clicky',21,11.9,-35.00,'67-10960Hz',32,110,0.15,'13-25092Hz',50,'7.1',7,'false','Active','4.0',30,263.40,'false',8,823.9
'AUD_QYWT2Z','DEV_WX3AG8','PERF_WCNRD8',32.1,'Clicky',12,7.3,-38.00,'50-11367Hz',64,90,0.40,'20-38747Hz',50,'Stereo',10,'false','Active','5.2',29,114.50,'false',11,913.7
'AUD_39Y44C','DEV_VQO1YU','PERF_45JP0H',49.1,'Clicky',17,8.3,-42.00,'73-14612Hz',32,98,1.18,'15-36414Hz',40,'Stereo',9,'false','Passive','5.2',14,118.10,'true',6,567.0
'AUD_G4WGRA','DEV_UJUDVW','PERF_YQE8B7',59.0,'Linear',21,17.4,-34.00,'68-11998Hz',16,109,1.05,'29-28361Hz',53,'Stereo',5,'false','Active','4.0',24,122.50,'true',29,878.8
'AUD_2P3TR7','DEV_83QF51','PERF_OQUTD7',42.5,'Thocky',26,7.9,-44.00,'21-15829Hz',64,99,0.28,'26-33022Hz',40,'Stereo',3,'false','Passive','5.0',28,196.90,'true',7,837.7
'AUD_1X5UYK','DEV_VGNT44','PERF_HCBFSE',39.2,'Silent',20,3.3,-38.00,'48-18222Hz',16,104,1.37,'10-25337Hz',40,'Stereo',3,'false','Passive','5.0',16,191.40,'false',3,706.3
'AUD_90OCV9','DEV_S0OTZE','PERF_MDFQCA',39.5,'Linear',28,16.8,-49.00,'58-17075Hz',64,96,1.97,'16-27707Hz',53,'Stereo',4,'false','Passive','4.0',23,236.70,'true',4,749.2
'AUD_EZK6RS','DEV_FPJ87Y','PERF_YPCZNY',51.7,'Linear',24,8.3,-42.00,'29-18030Hz',32,108,0.48,'14-31660Hz',50,'5.1',8,'false','Passive','5.1',8,198.60,'false',1,625.5
'AUD_MG2LUW','DEV_NVDQ67','PERF_VCGJ8J',33.3,'Silent',14,12.3,-30.00,'72-13750Hz',32,96,1.94,'23-25771Hz',40,'Stereo',10,'false','Active','5.2',9,161.50,'false',22,501.6
'AUD_15G3CX','DEV_K3HTXQ','PERF_ET2OFM',58.0,'Linear',24,4.9,-44.00,'76-14457Hz',32,92,1.77,'14-35229Hz',50,'Stereo',8,'false','Passive','5.1',28,183.00,'true',5,695.9
'AUD_GJ1OMX','DEV_ELQZB7','PERF_U6YYL4',53.9,'Clicky',24,16.3,-42.00,'51-18218Hz',32,95,0.41,'14-33720Hz',53,'5.1',8,'false','Passive','5.2',17,188.80,'true',21,348.1
'AUD_B5Z5KQ','DEV_CUGKVB','PERF_IY35IZ',67.0,'Clicky',25,1.0,-49.00,'96-18803Hz',32,92,1.89,'14-37203Hz',53,'Stereo',10,'false','Passive','5.2',28,263.60,'false',13,470.2
'AUD_LALGCL','DEV_SJ5LLL','PERF_MFT880',61.7,'Linear',15,16.2,-41.00,'63-18147Hz',32,92,0.83,'25-32856Hz',50,'5.1',7,'false','Passive','5.1',10,223.80,'true',30,135.5
'AUD_0USV6Q','DEV_38S92W','PERF_U4N3R0',34.5,'Thocky',10,2.8,-39.00,'88-11619Hz',32,109,0.39,'12-37060Hz',50,'Stereo',3,'false','Active','5.2',12,216.20,'true',11,879.7
'AUD_YNV5H5','DEV_MI60UP','PERF_FGTWDZ',33.6,'Silent',30,11.6,-48.00,'60-15384Hz',32,91,1.33,'18-27386Hz',53,'5.1',9,'false','Active','5.1',17,247.10,'false',25,534.2
'AUD_WYYZKM','DEV_E2BXO8','PERF_5NL7B1',42.4,'Clicky',24,4.7,-34.00,'20-19872Hz',64,109,1.03,'18-30625Hz',53,'7.1',6,'false','Passive','4.0',7,221.10,'true',4,762.3
'AUD_EWLFPY','DEV_QCOBMZ','PERF_2B5EA2',40.5,'Silent',10,3.6,-49.00,'43-16333Hz',64,97,0.67,'24-31477Hz',50,'Stereo',5,'false','None','5.0',22,232.30,'false',28,804.2
'AUD_AD9XEN','DEV_80P32W','PERF_7PI6UO',56.0,'Linear',14,17.3,-41.00,'32-10944Hz',16,91,0.13,'16-24185Hz',50,'5.1',7,'false','Active','5.1',29,102.20,'false',19,821.9
'AUD_ACPORA','DEV_LQPB7C','PERF_3IV32W',36.0,'Linear',17,13.1,-33.00,'57-10240Hz',64,93,1.99,'28-34162Hz',53,'5.1',8,'false','Passive','5.1',26,228.10,'true',23,420.3
'AUD_Z55XLC','DEV_4979VF','PERF_FWDKLC',33.2,'Linear',26,9.3,-46.00,'24-11561Hz',16,98,0.36,'10-27812Hz',50,'Stereo',8,'false','Active','5.1',19,215.10,'true',23,257.3
'AUD_M2RYLO','DEV_W4IOOW','PERF_XSBRGL',38.4,'Linear',29,16.5,-43.00,'89-17082Hz',32,92,1.59,'18-34058Hz',50,'7.1',10,'false','Active','5.0',5,130.80,'false',22,634.3
'AUD_J3ELF2','DEV_XK37RO','PERF_UJ1U1L',35.0,'Silent',13,15.7,-35.00,'22-14395Hz',64,107,0.27,'22-20586Hz',53,'7.1',3,'false','Passive','5.2',17,187.30,'false',5,346.4
'AUD_ZCK4KT','DEV_FUF39B','PERF_XAR9M1',56.5,'Clicky',14,1.8,-45.00,'62-18408Hz',32,102,1.59,'19-30791Hz',40,'5.1',3,'false','Passive','5.0',24,216.80,'false',20,550.0
'AUD_XZ0YGP','DEV_KKNLZS','PERF_Q1QZHT',49.8,'Clicky',20,2.2,-44.00,'59-11906Hz',16,96,1.54,'12-33011Hz',53,'Stereo',9,'false','Active','5.2',15,251.50,'false',17,795.4
'AUD_OHDCJE','DEV_MOPY78','PERF_6OTZGH',33.7,'Silent',18,5.3,-44.00,'62-12965Hz',32,103,0.27,'11-33334Hz',40,'7.1',8,'false','Active','5.2',7,101.70,'false',21,821.7
'AUD_UWMQNK','DEV_SRC99P','PERF_YDNTA1',36.6,'Linear',17,10.3,-50.00,'87-14865Hz',16,93,0.46,'19-23839Hz',50,'7.1',6,'false','Active','5.1',22,234.70,'false',3,610.1
'AUD_9OK4AP','DEV_E390OY','PERF_CDF9Y1',42.4,'Silent',25,11.4,-49.00,'57-17623Hz',64,103,0.80,'29-28681Hz',40,'7.1',10,'false','Passive','5.0',14,158.70,'false',30,599.5
'AUD_W5RJ9F','DEV_SJF8VS','PERF_3RIUHK',30.2,'Linear',17,9.5,-44.00,'67-10547Hz',16,109,0.45,'19-22701Hz',53,'7.1',5,'false','Passive','5.1',24,175.20,'false',10,121.4
'AUD_HWZ6SV','DEV_MM7YQH','PERF_PZ63Y2',48.4,'Linear',19,5.7,-30.00,'67-13648Hz',32,92,0.99,'18-32467Hz',40,'5.1',6,'false','Active','5.1',22,107.80,'false',7,750.6
'AUD_55MQXW','DEV_M7BLJT','PERF_W2GCZZ',67.5,'Thocky',13,12.2,-47.00,'50-15849Hz',16,107,1.38,'19-35171Hz',53,'7.1',9,'false','Passive','5.0',5,269.50,'true',22,895.0
'AUD_T47CD3','DEV_B61W8I','PERF_QZK9QE',59.6,'Linear',22,5.7,-40.00,'31-15969Hz',64,101,1.33,'13-28297Hz',53,'5.1',9,'false','Passive','5.0',10,212.40,'true',24,203.7
'AUD_WNHQZ2','DEV_4D2UNM','PERF_T09Y47',43.1,'Linear',15,15.0,-44.00,'52-13088Hz',32,104,0.42,'17-31963Hz',50,'5.1',4,'false','Passive','5.0',27,236.80,'true',12,633.7
'AUD_77QV5M','DEV_1B07RN','PERF_D96LTN',34.4,'Silent',12,3.1,-34.00,'65-19985Hz',16,103,0.88,'23-21397Hz',40,'Stereo',3,'false','Active','4.0',16,128.40,'true',9,745.4
'AUD_G2KM10','DEV_6LDTJ0','PERF_7A563Z',57.5,'Linear',28,18.3,-32.00,'41-15300Hz',32,105,0.85,'29-27377Hz',50,'7.1',8,'false','Active','4.0',5,215.40,'false',12,921.6
'AUD_CQT313','DEV_4VU250','PERF_FHREMN',46.6,'Clicky',19,7.7,-32.00,'38-15954Hz',64,107,0.97,'29-32353Hz',40,'Stereo',9,'false','Passive','4.0',24,278.90,'true',29,790.8
'AUD_EK5H11','DEV_UCEXXR','PERF_E1A571',33.4,'Thocky',15,17.7,-43.00,'66-16387Hz',16,100,1.36,'16-26081Hz',50,'7.1',9,'false','Active','4.0',25,280.50,'true',15,661.7
'AUD_VM8846','DEV_46IJRG','PERF_PDRO3H',48.3,'Silent',14,2.3,-44.00,'52-10836Hz',32,98,1.02,'10-26197Hz',40,'7.1',3,'false','Active','4.0',27,218.80,'false',30,514.4
'AUD_VEOPU1','DEV_YQII04','PERF_I9QUER',31.7,'Silent',14,14.9,-39.00,'84-11765Hz',16,98,1.33,'19-27957Hz',50,'7.1',6,'false','Active','5.1',18,263.10,'false',13,423.3
'AUD_L9WYAO','DEV_LZASQV','PERF_3W07E4',61.3,'Clicky',10,13.7,-38.00,'22-13958Hz',32,106,1.40,'14-35693Hz',50,'5.1',8,'false','Active','5.1',16,250.50,'false',9,329.0
'AUD_37TWPU','DEV_RLMYID','PERF_0OUF3K',69.7,'Silent',28,9.2,-36.00,'38-17935Hz',16,92,1.47,'13-33857Hz',50,'Stereo',3,'false','Active','5.1',22,224.10,'false',18,808.8
'AUD_V8NL89','DEV_5JUNNG','PERF_UN32JB',31.2,'Linear',12,16.9,-41.00,'92-19860Hz',64,107,1.97,'30-36415Hz',50,'7.1',4,'false','Active','5.1',11,233.10,'false',15,710.0
'AUD_OGBANG','DEV_SCBSAP','PERF_5N0QFF',66.9,'Linear',28,11.7,-39.00,'72-15186Hz',16,102,0.20,'12-35263Hz',40,'Stereo',5,'false','Passive','4.0',20,184.30,'true',7,1000.0
'AUD_OLC12G','DEV_E7790Q','PERF_X695QB',48.8,'Thocky',18,18.4,-45.00,'82-18649Hz',32,107,0.82,'25-23901Hz',50,'Stereo',7,'false','None','5.0',29,151.00,'true',15,422.1
'AUD_ISWZWQ','DEV_R5BKBZ','PERF_1AZIIQ',53.5,'Silent',20,4.4,-38.00,'28-16728Hz',16,95,1.94,'28-31682Hz',50,'5.1',4,'false','Active','5.1',24,154.10,'false',15,335.4
'AUD_APYVNF','DEV_8OGI93','PERF_SF04IL',44.4,'Silent',13,5.0,-46.00,'64-10192Hz',16,101,0.45,'12-39066Hz',53,'7.1',7,'false','Passive','4.0',27,270.10,'false',25,788.6
'AUD_8PPZNS','DEV_BHEU3H','PERF_WP6VKW',45.6,'Clicky',10,16.7,-34.00,'85-13150Hz',16,109,0.52,'25-33170Hz',50,'7.1',4,'false','Passive','5.2',29,297.80,'false',28,560.9
'AUD_N0AR56','DEV_FQG4RQ','PERF_DGY24S',49.0,'Clicky',15,2.3,-34.00,'63-12980Hz',32,95,0.74,'16-36102Hz',50,'5.1',9,'false','Passive','5.0',12,252.70,'false',27,838.3
'AUD_8FX5ZT','DEV_2S3TVH','PERF_4WMQ3V',46.7,'Thocky',30,8.1,-41.00,'57-15307Hz',64,107,1.73,'23-30971Hz',40,'5.1',9,'false','Active','5.0',28,102.20,'false',9,529.6
'AUD_XBOA1R','DEV_I4XMYL','PERF_9DP5EE',49.6,'Thocky',23,13.6,-39.00,'88-12996Hz',64,110,1.74,'14-38876Hz',40,'7.1',8,'false','Passive','5.0',14,201.30,'false',24,408.5
'AUD_K5XAVO','DEV_3FTCQ2','PERF_0SUNZ8',34.6,'Silent',27,6.6,-32.00,'40-17742Hz',64,106,1.17,'22-38438Hz',50,'7.1',7,'false','Passive','5.1',9,298.30,'false',2,669.3
'AUD_O5Q9W4','DEV_FLEBSQ','PERF_Q7BGWS',63.5,'Clicky',29,15.3,-33.00,'21-14240Hz',64,94,1.87,'27-31953Hz',50,'7.1',8,'false','Active','4.0',25,219.00,'false',11,173.9
'AUD_73GT4Z','DEV_FFJEYS','PERF_CRLUKN',31.0,'Silent',18,15.2,-31.00,'59-19208Hz',64,99,1.84,'30-37972Hz',40,'7.1',4,'false','Active','5.1',10,140.00,'true',8,558.8
'AUD_35UZ6R','DEV_FRQWGI','PERF_VQP3G6',32.2,'Linear',25,13.0,-44.00,'83-19139Hz',16,93,0.22,'17-24601Hz',40,'5.1',9,'false','Passive','5.1',13,124.60,'true',4,381.4
'AUD_AQFJDQ','DEV_OC6HZ2','PERF_83F16K',57.9,'Thocky',17,15.7,-47.00,'53-13893Hz',64,91,0.78,'15-28730Hz',53,'Stereo',5,'false','None','5.0',20,207.00,'false',25,457.5
'AUD_MNL48T','DEV_CHADET','PERF_XBNZ4V',42.8,'Clicky',11,4.3,-33.00,'96-16773Hz',64,96,0.87,'12-33979Hz',50,'5.1',3,'false','Passive','4.0',20,145.30,'false',13,580.8
'AUD_JCFD3X','DEV_R7IHVY','PERF_ZHO8P5',61.6,'Linear',21,19.4,-42.00,'98-19877Hz',16,94,0.31,'12-31057Hz',40,'7.1',7,'false','Passive','4.0',11,256.40,'false',28,648.5
'AUD_OOQ54T','DEV_E3A5JR','PERF_FY27RN',53.9,'Silent',20,10.7,-46.00,'37-15773Hz',32,110,0.25,'24-22350Hz',40,'7.1',3,'false','Passive','4.0',17,152.90,'false',23,776.8
'AUD_1L0DEH','DEV_DXURJL','PERF_Y22C5E',69.3,'Clicky',30,12.9,-33.00,'85-10646Hz',16,92,0.14,'17-35912Hz',40,'Stereo',6,'false','Passive','4.0',5,294.60,'true',30,668.2
'AUD_YM1I9Y','DEV_B5MOGE','PERF_ZR4SHP',68.7,'Clicky',18,5.3,-30.00,'80-17693Hz',64,104,0.36,'12-26567Hz',53,'5.1',5,'false','Passive','5.1',23,209.50,'false',24,215.5
'AUD_173O6P','DEV_QNRGUJ','PERF_58QCZL',66.5,'Silent',26,8.0,-48.00,'49-16953Hz',16,99,0.92,'12-23530Hz',53,'7.1',5,'false','Passive','5.2',14,122.00,'false',10,208.8
'AUD_TOTM7W','DEV_NFIGCO','PERF_RP0JHD',56.2,'Silent',27,2.6,-47.00,'82-10655Hz',16,99,0.32,'16-30884Hz',50,'5.1',4,'false','Active','5.0',5,200.70,'false',14,514.1
'AUD_IT4AQ5','DEV_DP3X7V','PERF_SLW0RH',48.3,'Thocky',18,13.9,-32.00,'40-17652Hz',64,103,1.17,'12-36494Hz',50,'7.1',6,'false','Active','5.2',21,284.80,'true',24,859.9
'AUD_E7J23P','DEV_PVJPYT','PERF_BP66ZF',37.6,'Clicky',26,1.5,-45.00,'51-15918Hz',16,102,1.84,'24-23779Hz',53,'7.1',5,'false','Active','4.0',11,205.10,'false',21,656.9
'AUD_SCIDPA','DEV_UYU43G','PERF_1WADOP',66.5,'Thocky',19,18.5,-43.00,'23-18450Hz',64,104,1.94,'28-31484Hz',50,'Stereo',9,'false','Active','5.2',20,214.90,'false',12,730.4
'AUD_OMJJLL','DEV_GZ6M71','PERF_7VJRSI',56.2,'Thocky',16,6.8,-39.00,'83-11159Hz',64,91,1.99,'22-34022Hz',40,'5.1',5,'false','Passive','4.0',28,290.90,'false',10,104.0
'AUD_HRD8EL','DEV_N3C4ND','PERF_C6CT5N',34.0,'Clicky',29,12.3,-38.00,'65-15061Hz',16,96,1.82,'30-21315Hz',53,'7.1',6,'false','Passive','5.1',8,263.10,'true',20,577.4
'AUD_Y4082U','DEV_JTAVI2','PERF_32BC8S',46.6,'Silent',28,4.2,-33.00,'31-13352Hz',16,94,1.14,'27-23175Hz',53,'5.1',9,'false','None','5.1',22,160.40,'false',29,843.0
'AUD_LSCQL7','DEV_BEQUVQ','PERF_DC62X2',40.4,'Clicky',11,3.0,-49.00,'88-11960Hz',32,106,1.13,'19-27882Hz',53,'Stereo',8,'false','Passive','5.2',29,267.00,'false',11,712.2
'AUD_ZBBSFS','DEV_0XE4QF','PERF_ZSJHIG',39.3,'Linear',20,3.6,-40.00,'86-17742Hz',16,92,0.97,'19-39937Hz',40,'Stereo',5,'false','Active','5.0',27,145.90,'false',19,386.7
'AUD_FZZ1S7','DEV_JGZ0MW','PERF_6MBULX',38.5,'Thocky',21,14.4,-43.00,'58-19703Hz',64,103,0.73,'17-38323Hz',40,'7.1',10,'false','Active','5.0',28,159.00,'false',11,111.1
'AUD_L34CBS','DEV_8JXZ5T','PERF_VPBTRB',38.1,'Silent',16,15.8,-34.00,'62-17891Hz',64,103,1.49,'27-21806Hz',50,'5.1',3,'false','Active','5.2',5,284.60,'true',30,262.7
'AUD_5D4X1O','DEV_FEDFT9','PERF_76QD81',56.4,'Silent',11,9.2,-40.00,'67-15305Hz',64,98,1.89,'25-29577Hz',53,'5.1',3,'false','Passive','5.0',5,207.20,'false',8,348.5
'AUD_4EC0SG','DEV_MJN5BE','PERF_WE1ORF',63.0,'Thocky',23,5.5,-32.00,'83-17122Hz',32,110,1.86,'11-28184Hz',50,'7.1',8,'false','Active','4.0',15,293.40,'false',13,493.8
'AUD_Y0STZK','DEV_386A98','PERF_NEOOTC',31.3,'Linear',10,18.0,-49.00,'42-18739Hz',64,104,0.33,'16-38534Hz',40,'5.1',4,'false','Passive','5.1',23,277.60,'false',13,888.6
'AUD_YJVYJ0','DEV_E4TLFI','PERF_72X6Y4',53.8,'Clicky',30,19.0,-41.00,'73-14691Hz',16,104,0.85,'14-25571Hz',40,'Stereo',5,'false','Passive','4.0',5,149.60,'true',3,580.2
'AUD_4NT5KX','DEV_YG9JCB','PERF_7RITNF',36.8,'Clicky',25,19.6,-35.00,'44-17824Hz',32,109,1.82,'16-37013Hz',53,'5.1',5,'false','None','5.2',16,266.70,'false',23,284.6
'AUD_DLNRX2','DEV_6NX7LG','PERF_7JM3V4',57.1,'Clicky',21,3.9,-33.00,'95-18291Hz',64,93,1.38,'13-37939Hz',50,'7.1',9,'false','Active','5.2',14,278.10,'true',22,870.8
'AUD_QU1DBK','DEV_3DPEVW','PERF_FOGZXA',56.7,'Thocky',16,6.7,-38.00,'23-19150Hz',64,100,0.51,'17-34887Hz',50,'5.1',9,'false','None','5.0',23,258.60,'true',8,869.7
'AUD_EDTJW1','DEV_OHY0ZL','PERF_4SWS77',58.8,'Thocky',20,10.9,-43.00,'44-18589Hz',64,96,1.29,'16-29724Hz',53,'5.1',5,'false','Active','5.0',6,295.60,'false',5,494.1
'AUD_NMDSM2','DEV_HL1IOI','PERF_K1GDOB',59.2,'Silent',29,15.1,-50.00,'38-10601Hz',64,106,1.46,'20-25498Hz',53,'Stereo',9,'false','Active','5.1',19,124.80,'true',10,718.8
'AUD_VQMZC5','DEV_VGSDL0','PERF_IJRT20',55.5,'Silent',16,9.5,-42.00,'71-12450Hz',32,92,0.40,'30-35332Hz',40,'5.1',3,'false','Active','5.2',11,195.70,'true',9,199.5
'AUD_DWOIC7','DEV_A7NM5O','PERF_28F43U',39.8,'Clicky',27,17.0,-39.00,'29-19223Hz',32,106,1.89,'14-38534Hz',50,'5.1',6,'false','Passive','4.0',6,122.70,'true',11,960.7
'AUD_83UE7M','DEV_WKGTNP','PERF_Q9OJSN',57.8,'Thocky',24,15.0,-37.00,'35-16348Hz',16,97,1.71,'12-25464Hz',53,'5.1',5,'false','None','5.2',30,145.50,'false',17,668.8
'AUD_6WPQR3','DEV_U7OG34','PERF_9X28FT',42.2,'Clicky',30,8.3,-44.00,'23-10241Hz',32,109,1.05,'10-25710Hz',53,'7.1',7,'false','Passive','5.1',29,293.60,'false',26,777.8
'AUD_T05WZQ','DEV_LPOCPI','PERF_KWA0MF',51.2,'Silent',16,12.4,-37.00,'33-12048Hz',64,110,0.72,'22-21026Hz',53,'7.1',9,'false','Passive','5.0',21,218.20,'false',26,974.8
'AUD_KL8TXU','DEV_4QZR5N','PERF_TU3M23',60.4,'Silent',29,18.3,-37.00,'37-17311Hz',32,97,1.86,'27-33424Hz',40,'Stereo',3,'false','Active','4.0',14,114.40,'false',28,292.9
'AUD_10P8EA','DEV_YNQ9VB','PERF_0MJDSC',46.2,'Thocky',24,10.2,-44.00,'26-12306Hz',32,110,1.95,'24-29112Hz',53,'7.1',5,'false','Passive','4.0',20,105.20,'false',6,514.7
'AUD_L3BSEL','DEV_ULNWE8','PERF_4V3K70',38.0,'Clicky',20,1.5,-40.00,'87-18646Hz',64,96,1.11,'19-27825Hz',40,'Stereo',9,'false','Active','5.2',17,247.80,'false',9,756.0
'AUD_HZ9PG6','DEV_S3UZBW','PERF_FQVVND',45.7,'Clicky',19,3.6,-37.00,'49-10335Hz',16,102,0.90,'10-23806Hz',53,'5.1',5,'false','Passive','5.0',27,127.60,'false',8,955.3
'AUD_9UNRVB','DEV_BY6CVN','PERF_YXF6WA',63.4,'Linear',14,8.6,-46.00,'30-17497Hz',32,106,1.77,'30-21337Hz',53,'Stereo',7,'false','Passive','5.0',17,274.10,'false',9,456.9
'AUD_YKISQO','DEV_EDJRAE','PERF_CTND6Q',56.8,'Linear',14,16.8,-48.00,'52-11234Hz',64,104,1.39,'26-37617Hz',50,'Stereo',10,'false','Passive','5.1',23,202.20,'false',14,685.5
'AUD_C7ADPO','DEV_23O57O','PERF_77MAMN',55.4,'Linear',13,12.5,-49.00,'88-16282Hz',64,102,1.44,'23-36087Hz',40,'7.1',5,'false','Passive','5.2',23,149.10,'true',19,776.0
'AUD_JTIGB9','DEV_BVNMJ1','PERF_US1DXT',64.4,'Thocky',20,5.0,-46.00,'45-14423Hz',64,101,0.39,'26-30943Hz',53,'Stereo',5,'false','Active','5.1',6,232.50,'false',11,647.8
'AUD_5H6QOQ','DEV_E0JLH6','PERF_2TEFPS',45.3,'Clicky',18,18.4,-46.00,'81-12345Hz',32,97,1.79,'10-32998Hz',53,'5.1',10,'false','Passive','5.0',20,152.30,'false',8,1000.0
'AUD_JSHPVB','DEV_NT35P9','PERF_MF1YGK',50.3,'Clicky',24,16.4,-31.00,'45-10485Hz',16,109,0.63,'14-22850Hz',53,'7.1',10,'false','Passive','5.0',17,249.00,'false',1,984.1
'AUD_647DMW','DEV_J8PQGM','PERF_V7IKUT',31.3,'Thocky',13,15.5,-42.00,'97-13857Hz',64,97,1.07,'16-39197Hz',40,'5.1',3,'false','Passive','5.1',23,263.40,'false',21,210.0
